order_id,customer_id,restaurant_name,city,order_amount,delivery_time,rating,payment_method,order_date,delivery_partner_age,distance_km
849,3993,Cafe Delight,Mumbai ,514.15,48,4.1,CARD,2024-03-18,16,2.56
850,3842, Pizza Point, Pune,219.8,109,2.0,upi,2024-02-05,26,19.91
851,3681,Biryani House,Chennai,355.85,15,2.6, Card,2024-04-29,51,28.7
852,2217,SPICE HUB,bangalore,315.51,98,3.5,upi ,2024-04-07,47,1.68
853,2540,Pizza Point, Mumbai,70.88,19,2.5,CASH ,2024-05-05,43,10.29
854,3076,Food Express,Mumbai ,157.09,69,2.7,cash ,2024-04-26,21,19.13
855,4236,Cafe Delight ,Chennai ,447.23,63,1.6,cash  ,2024-03-12,22,58.95
856,2445, Cafe Delight, Bangalore,855.94,67,1.7, upi,2024-01-27,55,46.77
857,3386,Biryani House , Kolkata,366.11,135,4.2,card ,2024-04-20,39,50.44
858,4719,Cafe Delight,BANGALORE,310.64,91,0.0,cash,2024-03-27,25,40.05
859,2519,Biryani House ,Delhi ,204.68,58,0.6,UPI,2024-03-02,45,17.54
860,2388,food express,Chennai ,507.63,7,5.7,Cash ,2024-04-23,32,42.57
861,2856,Pizza Point ,Chennai,794.81,103,1.1,cash ,2024-03-12,59,40.42
862,2365,Biryani House ,Kolkata,1000.67,89,2.5, upi,2024-04-14,23,36.6
863,1499,Burger Town,Delhi,571.35,63,5.1,UPI,2024-04-06,27,17.9
864,2680,Biryani House,Chennai ,535.0,71,0.0,CASH ,2024-04-22,41,15.79
865,1510,Pizza Point,CHENNAI,364.13,65,5.6,card ,2024-05-22,32,20.18
866,4398,cafe delight,hyderabad,405.86,46,0.3, Card,2024-03-28,50,18.74
867,1216,spice hub,Chennai,657.29,30,1.0,cash ,2024-04-17,61,4.67
868,2324, Food Express,chennai,421.28,15,0.2,CARD  ,2024-02-22,59,48.14
869,2155,Biryani House ,PUNE,459.43,32,3.1,upi,2024-06-24,20,22.16
870,2827,Cafe Delight ,Mumbai,493.66,65,5.7,UPI,2024-04-23,60,42.4
871,4141,BURGER TOWN,Kolkata,352.29,75,5.0,upi,2024-01-26,26,16.8
872,4323,PIZZA POINT,Chennai ,481.26,59,3.8,Card ,2024-04-06,31,36.12
873,4486, Biryani House,Hyderabad ,-4.85,66,1.1,cash ,2024-03-16,57,2.08
874,2810,Pizza Point ,BANGALORE,637.21,54,5.2,upi ,2024-03-01,45,6.36
875,3492,SPICE HUB,MUMBAI,1087.94,65,4.5,CARD ,2024-04-11,55,21.87
876,3923,SPICE HUB,HYDERABAD,361.99,143,1.6, cash ,2024-01-18,21,16.12
877,2205,Spice Hub ,Kolkata ,593.46,95,4.8,card ,2024-06-16,35,21.2
878,3214, Food Express,Pune ,712.89,109,5.3,cash ,2024-06-29,35,55.84
879,1090,PIZZA POINT,Bangalore ,820.05,111,4.2, Cash,2024-01-30,39,4.43
880,1713,Food Express ,Pune ,433.92,90,0.6,upi,2024-01-25,42,27.76
881,2881,BURGER TOWN, Kolkata,49.17,47,5.9,Cash ,2024-04-13,18,11.9
882,4602,Spice Hub ,CHENNAI,566.81,110,0.5, Card,2024-05-12,39,21.35
883,1038,food express,hyderabad,532.16,48,3.9,Cash,2024-04-04,25,40.62
884,4197,PIZZA POINT,CHENNAI,413.58,79,0.7,cash ,2024-05-30,40,58.38
885,4522, Food Express, Pune,466.62,48,5.4, CARD ,2024-04-05,43,41.68
886,1172,Burger Town ,Bangalore ,535.92,131,2.1,UPI ,2024-02-05,33,53.09
887,1652,Food Express,Bangalore ,590.44,94,3.1,cash,2024-03-20,57,8.84
888,1753,Pizza Point ,Mumbai ,579.95,14,1.1, UPI,2024-01-19,60,10.88
889,2243,BIRYANI HOUSE,Kolkata,445.58,90,3.3,Card ,2024-05-06,29,52.61
890,4709,Burger Town ,Pune ,596.07,75,5.6,Cash ,2024-01-31,16,36.45
891,2081, Spice Hub,delhi,428.74,104,5.4, Card,2024-04-20,35,47.53
892,2683,CAFE DELIGHT,Mumbai,660.51,101,0.4,Card ,2024-05-13,62,13.37
893,3523,SPICE HUB,Hyderabad ,343.14,60,2.3,Cash,2024-05-06,40,20.92
894,1455,pizza point,Hyderabad ,518.26,130,1.6,cash ,2024-03-18,27,4.86
895,1828,BURGER TOWN,Chennai,94.07,119,2.9,card,2024-05-05,63,53.74
896,1894,biryani house,pune,407.52,37,5.0,CARD ,2024-05-20,54,57.38
897,2384,burger town,Bangalore ,641.87,86,4.4,UPI,2024-02-11,61,51.45
898,2958,Burger Town,chennai,241.57,68,2.1,Cash,2024-03-21,24,26.23
899,4072,Pizza Point,Kolkata ,419.97,28,2.3, cash ,2024-04-14,24,20.47
900,3434,Cafe Delight , Pune,-101.27,44,3.9, UPI,2024-06-12,57,27.76
901,2996,Food Express , Delhi,157.98,79,1.2,cash ,2024-03-04,56,38.26
902,3395,SPICE HUB,DELHI,223.38,32,0.6,UPI ,2024-03-10,40,25.89
903,1189,cafe delight,Pune ,525.44,118,1.5,CARD,2024-02-22,45,25.3
904,1504, Cafe Delight,CHENNAI,583.35,38,0.7,CARD,2024-02-14,63,25.86
905,2214,burger town,BANGALORE,485.99,21,2.1,CASH,2024-03-24,55,44.67
906,2531,Burger Town ,Pune,404.35,24,5.6,Cash ,2024-01-23,43,47.21
907,4440, Burger Town,PUNE,405.22,67,0.7,CARD ,2024-01-03,17,52.23
908,4480, Spice Hub,pune,679.01,59,4.9,cash  ,2024-02-01,40,14.58
909,1823,pizza point, Hyderabad,553.2,13,3.2,cash ,2024-01-21,33,9.45
910,1928,Biryani House ,pune,416.51,28,3.8,UPI ,2024-01-07,39,20.71
911,1933, Pizza Point, Chennai,823.32,21,1.0,Card,2024-02-12,33,25.23
912,2140,Burger Town ,Chennai,987.49,85,0.9,Cash,2024-06-17,42,42.11
913,1133,BURGER TOWN,delhi,188.56,142,1.0,UPI,2024-05-22,59,45.48
914,3105,biryani house,kolkata,630.63,69,4.0, upi,2024-05-13,50,59.05
915,4627,Pizza Point ,Kolkata,1272.47,58,4.5,Cash,2024-02-21,49,22.69
916,1684, Biryani House,Mumbai ,570.05,20,5.5, cash ,2024-06-26,53,24.15
917,3719, Pizza Point,CHENNAI,528.86,115,2.4,CARD ,2024-01-31,21,32.52
918,3220,Cafe Delight , Pune,486.07,7,2.8,CARD ,2024-03-09,64,49.22
919,2852,biryani house,Pune ,622.55,114,2.8, UPI,2024-05-26,31,39.66
920,1814,Burger Town ,Delhi,688.72,117,1.6,CASH,2024-06-19,38,34.36
921,2172,BURGER TOWN,chennai,188.81,69,2.0,cash  ,2024-01-18,43,38.89
922,1079, Spice Hub, Chennai,493.38,72,5.1,Cash,2024-03-10,28,27.87
923,3933,Pizza Point ,Pune ,-67.37,54,2.1,CASH ,2024-01-20,27,45.54
924,4284,Spice Hub ,DELHI,447.67,129,5.2,UPI,2024-01-14,26,4.52
925,1202,SPICE HUB,Bangalore ,274.33,67,1.8,UPI ,2024-01-22,62,30.54
926,3811,spice hub,Delhi,584.79,82,2.0,CARD  ,2024-01-23,64,48.39
927,2252, Pizza Point,Kolkata ,85.9,115,3.4, Cash,2024-02-03,37,18.15
928,2699,cafe delight,Kolkata ,371.92,113,0.6,UPI,2024-01-12,46,50.6
929,2250,Biryani House,kolkata,741.64,55,5.5,Card,2024-01-21,42,46.97
930,2682, Burger Town,Pune,330.92,139,4.9, Cash,2024-06-14,42,34.84
931,2555,Pizza Point, Hyderabad,23.77,135,4.0, cash ,2024-04-26,55,15.13
932,4512,Biryani House,Chennai,564.38,118,5.9,upi ,2024-03-19,41,51.66
933,4473,Biryani House ,BANGALORE,353.37,74,0.1,CARD,2024-04-29,22,1.8
934,3094,pizza point,Mumbai ,453.53,23,2.5,cash ,2024-03-07,26,35.55
935,2256,Biryani House, Pune,317.53,105,5.2,UPI,2024-06-28,37,46.95
936,4376,pizza point,Hyderabad ,993.6,109,2.6,CASH ,2024-05-23,55,29.12
937,2549,SPICE HUB,mumbai,110.48,65,0.0,cash,2024-01-24,34,6.17
938,2166,SPICE HUB,PUNE,1208.37,79,0.9,CARD ,2024-03-21,53,50.04
939,4486,burger town,DELHI,402.34,77,2.6,upi,2024-06-24,35,54.55
940,4584,SPICE HUB,Kolkata ,545.86,65,4.0,upi ,2024-05-01,34,33.8
941,2396,biryani house,Chennai,356.3,69,1.0,UPI,2024-05-25,34,47.23
942,4637, Food Express, Pune,345.84,38,2.7,CARD,2024-04-21,51,36.64
943,4957,Biryani House ,Kolkata,303.79,136,0.1, Cash,2024-01-25,62,34.4
944,4330,Spice Hub,PUNE,650.31,39,2.9,Cash,2024-05-30,42,7.85
945,3703,SPICE HUB,mumbai,147.3,95,5.4,CARD ,2024-03-11,32,26.21
946,1470,burger town, Kolkata,591.03,77,3.6, CARD ,2024-02-03,33,40.73
947,4018,Cafe Delight ,Delhi,-46.12,117,2.6,UPI ,2024-02-18,35,27.27
948,2035, Cafe Delight,Delhi ,568.38,79,1.0,UPI,2024-05-08,59,37.07
949,2353,SPICE HUB,Mumbai ,712.29,15,1.2,cash,2024-01-15,57,53.69
950,3783,BURGER TOWN,Delhi,181.37,40,0.5,UPI,2024-02-17,56,21.97
951,3831,Spice Hub,Mumbai ,669.69,19,4.5,Card,2024-01-18,23,49.71
952,1967, Burger Town,Mumbai ,512.85,125,0.5, cash ,2024-02-14,55,1.74
953,1357,Food Express ,HYDERABAD,899.61,116,2.3,cash ,2024-03-06,26,51.16
954,4019,Biryani House,MUMBAI,286.2,28,4.5,Card ,2024-03-23,45,6.4
955,4479, Spice Hub,Bangalore,1204.0,34,4.3,card,2024-06-26,27,19.29
956,1667,Cafe Delight , Mumbai,-97.7,88,3.5,upi,2024-05-17,38,30.81
957,1372,Spice Hub ,Delhi ,417.62,100,3.4, Cash,2024-02-09,21,39.0
958,2031,cafe delight,Delhi ,75.36,93,0.5,CASH,2024-03-08,50,57.19
959,2145,food express,Bangalore ,962.76,123,1.0,cash  ,2024-05-02,30,18.42
960,2371, Pizza Point,Pune,434.57,59,3.2,CARD,2024-01-03,53,5.12
961,3723,Spice Hub ,Pune ,457.08,109,2.1,Card,2024-05-10,43,27.53
962,1089,pizza point,Kolkata,610.81,24,0.1,UPI ,2024-01-07,22,20.72
963,4719, Cafe Delight,DELHI,498.8,114,4.8,upi,2024-05-07,21,36.01
964,3745,Burger Town,Bangalore,351.56,87,3.9,Card ,2024-01-12,42,55.37
965,4387,CAFE DELIGHT,MUMBAI,185.84,82,2.0,upi,2024-05-29,17,38.6
966,4249,Spice Hub , Mumbai,542.13,75,0.6,cash,2024-02-16,21,34.68
967,1539,Cafe Delight , Mumbai,594.71,79,3.5,upi ,2024-04-28,47,14.77
968,3779,Cafe Delight ,DELHI,673.84,76,2.1,CASH,2024-05-12,44,15.89
969,1868, Spice Hub,Kolkata ,978.18,129,1.5,card ,2024-06-13,49,26.16
970,1040,Biryani House,hyderabad,-43.44,123,4.3,Cash ,2024-04-02,16,53.48
971,1739, Food Express, Hyderabad,483.07,87,2.0,UPI,2024-04-24,30,34.77
972,4775,PIZZA POINT, Mumbai,797.93,84,0.8,UPI,2024-03-09,25,29.68
973,2946,Food Express,delhi,468.87,23,2.9, cash ,2024-02-19,25,32.55
974,3549,Pizza Point,KOLKATA,-84.54,144,5.0,upi,2024-04-14,25,50.03
975,4006,pizza point,Chennai ,177.24,76,5.1,cash,2024-06-26,52,40.67
976,4216,Food Express,Hyderabad ,582.14,11,5.1,cash  ,2024-03-14,47,55.65
977,2224,CAFE DELIGHT,mumbai,573.05,148,2.5,cash ,2024-02-11,51,34.9
978,1928,Burger Town,bangalore,668.13,15,4.7,Card,2024-03-25,40,11.76
979,3036,Pizza Point ,Pune ,304.75,19,5.1,Card,2024-03-11,30,1.12
980,4795,pizza point,Delhi,564.97,128,2.8,cash ,2024-02-15,24,19.03
981,3508, Food Express,KOLKATA,263.53,89,1.9,card ,2024-06-22,31,3.76
982,3779, Food Express,CHENNAI,564.99,18,4.2,Card ,2024-03-20,56,24.42
983,3799,food express, Pune,513.3,26,5.4,cash,2024-06-22,34,11.27
984,1924,Burger Town,DELHI,294.78,77,5.8,UPI,2024-04-28,61,24.29
985,3956, Food Express,KOLKATA,889.55,105,1.7,UPI,2024-01-16,59,23.95
986,2581,SPICE HUB,hyderabad,73.59,88,5.7,upi,2024-02-14,27,16.58
987,4618,Burger Town,DELHI,464.59,107,3.0,Card,2024-04-08,50,39.17
988,4324,Burger Town, Pune,289.27,44,1.8,card ,2024-06-08,58,26.01
989,1389,PIZZA POINT, Pune,958.55,20,5.9,CASH ,2024-01-28,20,53.61
990,2617, Cafe Delight,Mumbai ,649.6,80,5.3, upi,2024-06-10,53,4.56
991,3930, Cafe Delight,Hyderabad ,337.67,94,4.2,upi,2024-03-22,21,24.64
992,1255,Pizza Point,MUMBAI,430.07,13,5.4,upi,2024-06-18,29,46.56
993,1708,food express,Bangalore,965.31,128,4.1,UPI,2024-03-15,63,29.67
994,2838,PIZZA POINT, Delhi,263.43,99,2.6,Card,2024-04-12,27,57.96
995,2944,SPICE HUB,bangalore,58.89,55,5.7,card ,2024-04-13,37,10.49
996,3497,Pizza Point,Hyderabad ,572.75,85,5.8, cash ,2024-04-21,60,18.96
997,1009, Pizza Point,delhi,578.41,49,1.9,CARD,2024-06-04,56,6.97
998,3871, Biryani House,Pune ,666.51,54,2.1,UPI ,2024-06-09,19,14.8
999,1797,BIRYANI HOUSE, Mumbai,668.16,59,2.3,upi ,2024-02-03,58,40.35
1000,4313, Burger Town,hyderabad,942.68,77,4.9,card,2024-01-01,33,29.22
1001,4322, Food Express,Hyderabad,70.47,61,4.7,CARD  ,2024-05-03,46,9.72
1002,1876,Pizza Point ,pune,199.3,71,5.9,Card ,2024-06-27,50,28.48
1003,2028,Pizza Point,Chennai ,665.55,88,2.8,cash,2024-02-14,19,50.84
1004,4190, Food Express, Hyderabad,223.59,148,4.4,UPI,2024-05-26,24,26.39
1005,2015, Spice Hub,Hyderabad,135.85,73,5.1, upi,2024-04-27,60,0.79
1006,2824,cafe delight,bangalore,966.46,35,1.3,CARD ,2024-02-08,30,3.3
1007,1373,CAFE DELIGHT,bangalore,95.01,5,3.7,CASH,2024-02-03,57,26.29
1008,4136,Pizza Point,Chennai,412.18,30,3.3, upi,2024-03-01,36,35.59
1009,3193,SPICE HUB,HYDERABAD,485.16,3,4.5,card ,2024-06-28,47,53.19
1010,1223,FOOD EXPRESS,Bangalore,827.28,128,4.2,UPI ,2024-01-30,24,58.92
1011,2262, Pizza Point, Pune,32.8,115,4.9,CARD ,2024-05-13,63,58.82
1012,3224, Cafe Delight,Delhi,603.87,49,1.9,UPI,2024-06-14,47,33.47
1013,2802, Burger Town,Delhi ,277.41,39,1.3,CASH,2024-04-22,31,2.14
1014,1852, Pizza Point, Kolkata,656.9,88,4.8,CASH,2024-01-07,60,12.81
1015,4353,SPICE HUB,bangalore,273.3,50,2.2,CARD  ,2024-05-10,20,26.06
1016,1062, Cafe Delight,Bangalore ,893.08,110,1.7,cash ,2024-04-15,57,52.78
1017,2240,Pizza Point,PUNE,274.76,21,2.0,Card ,2024-06-26,46,1.29
1018,4925, Spice Hub,HYDERABAD,-115.49,144,0.4,CASH,2024-03-02,40,30.56
1019,3874,Pizza Point ,DELHI,302.79,85,4.6,Cash ,2024-02-23,16,39.21
1020,3842,food express,Delhi,434.67,67,4.3,upi,2024-03-18,18,17.29
1021,1688,spice hub,Mumbai ,770.59,28,3.3, cash ,2024-03-11,36,18.94
1022,2484, Cafe Delight,Chennai,185.4,140,4.3,UPI,2024-03-30,43,23.31
1023,2633,spice hub, Mumbai,190.34,101,2.2,Cash ,2024-02-29,18,16.48
1024,3152,spice hub,Mumbai,740.14,79,1.8, Cash,2024-05-29,57,26.23
1025,4170,FOOD EXPRESS,bangalore,156.19,72,5.2,CARD,2024-04-22,47,9.49
1026,1510, Pizza Point, Hyderabad,455.25,45,2.5, Card,2024-04-02,47,11.96
1027,1384,Cafe Delight, Mumbai,460.34,72,1.2,upi,2024-01-12,64,2.23
1028,1404,cafe delight,Mumbai ,554.39,61,4.5,upi,2024-05-20,45,24.68
1029,3870, Food Express,Pune,312.54,5,2.0,CARD ,2024-02-14,28,42.44
1030,1517,PIZZA POINT,BANGALORE,268.25,135,1.3,cash ,2024-05-25,49,30.37
1031,1475,Biryani House,KOLKATA,583.72,87,0.2,CASH ,2024-06-16,63,31.84
1032,3000,cafe delight,Hyderabad,276.0,97,5.8,CARD ,2024-01-06,19,27.0
1033,3756,CAFE DELIGHT,Chennai ,160.01,80,2.8,cash,2024-06-25,33,35.09
1034,4934,BIRYANI HOUSE,Mumbai ,806.95,103,1.0,CARD ,2024-02-21,47,13.78
1035,2668,FOOD EXPRESS,bangalore,622.02,85,4.5, Card,2024-05-11,29,12.45
1036,2893,Burger Town,Delhi ,941.88,86,5.3,upi ,2024-03-23,47,56.52
1037,3818,spice hub,Hyderabad ,695.99,123,3.2,CARD ,2024-04-09,21,27.02
1038,2460,Biryani House ,Pune,182.96,137,0.2, upi,2024-06-28,58,49.63
1039,4094,Biryani House , Hyderabad,524.09,55,2.2, Card,2024-06-01,32,55.01
1040,4044,SPICE HUB,HYDERABAD,246.09,116,1.5, UPI,2024-05-08,23,36.89
1041,4636, Pizza Point,Kolkata ,87.1,8,3.8,CARD,2024-01-12,50,17.93
1042,3724,Burger Town ,Kolkata,388.2,137,3.1, upi,2024-02-05,39,40.79
1043,1713, Pizza Point,chennai,745.38,20,2.1, cash ,2024-05-22,18,25.85
1044,4529,Burger Town,Mumbai ,568.73,56,3.9, Cash,2024-03-18,32,58.38
1045,1082,Burger Town,CHENNAI,152.28,129,3.5,upi,2024-03-12,51,48.68
1046,2168,biryani house,Chennai ,379.41,27,5.4, cash ,2024-01-01,55,48.9
1047,4156, Food Express,HYDERABAD,464.28,65,3.6,CARD ,2024-02-09,32,35.32
1048,4149,SPICE HUB,PUNE,77.72,117,3.0, Card,2024-04-25,45,0.5
1049,3504,FOOD EXPRESS,PUNE,678.29,143,4.9,Card,2024-05-12,40,49.91
1050,2901,Food Express,delhi,442.82,53,1.2,UPI,2024-02-21,37,1.52
1051,3048,Cafe Delight ,PUNE,152.35,30,1.5,upi,2024-04-17,52,7.34
1052,1050,PIZZA POINT, Chennai,138.21,75,4.7,upi,2024-06-26,26,50.32
1053,1684,burger town, Mumbai,775.17,74,2.7, UPI,2024-02-03,27,13.13
1054,1716,Pizza Point , Delhi,404.8,87,2.5,upi ,2024-06-17,36,50.47
1055,4843,Burger Town,bangalore,797.59,112,5.3,UPI ,2024-04-06,30,14.18
1056,2469,burger town, Delhi,893.04,32,3.7,card ,2024-05-21,27,46.24
1057,1448, Burger Town,Pune ,755.61,11,4.8,card,2024-03-11,37,32.53
1058,1880,SPICE HUB,Chennai,366.64,143,4.9,upi ,2024-06-07,54,40.26
1059,1487,Cafe Delight ,Pune,-124.46,84,0.7,CARD ,2024-03-16,50,50.28
1060,2823, Pizza Point, Pune,578.25,66,3.9,CASH,2024-01-28,57,59.04
1061,3081,cafe delight,PUNE,1022.89,40,5.7,UPI ,2024-06-24,31,5.14
1062,4419,Cafe Delight,Pune,491.15,121,2.9,UPI,2024-06-22,48,41.12
1063,3142,SPICE HUB,MUMBAI,2.55,24,4.4, Cash,2024-03-16,58,57.52
1064,4143, Biryani House,Mumbai ,331.28,101,3.4,cash,2024-04-27,64,22.43
1065,2574, Cafe Delight,Chennai ,454.07,108,1.2,cash  ,2024-06-02,29,20.02
1066,3201,Biryani House ,Delhi ,225.5,66,1.2,CARD ,2024-01-15,33,40.8
1067,1249,spice hub,hyderabad,-140.99,11,2.6, cash ,2024-03-08,59,24.12
1068,1673,Pizza Point, Chennai,475.54,128,2.9,card,2024-03-14,31,12.87
1069,1437, Biryani House,HYDERABAD,303.78,97,3.0, CARD ,2024-04-26,55,9.69
1070,3165,Food Express ,chennai,943.17,90,5.7,cash  ,2024-03-24,18,11.56
1071,1770,pizza point,kolkata,525.26,115,0.6,Card ,2024-01-21,58,42.26
1072,4962,Cafe Delight , Mumbai,617.39,74,2.3,cash,2024-03-29,41,55.12
1073,4377,burger town, Bangalore,470.23,52,3.1,CARD ,2024-03-01,30,48.36
1074,1267,Biryani House ,Hyderabad,523.43,83,5.8,cash ,2024-05-05,51,26.89
1075,2984,Spice Hub,PUNE,86.93,35,3.0, cash ,2024-06-11,42,31.72
1076,2077,cafe delight,delhi,239.96,65,4.7,upi,2024-06-04,63,37.21
1077,1235,pizza point,Kolkata,772.15,107,4.5,CASH ,2024-02-12,32,34.8
1078,1388,BURGER TOWN,Chennai,552.37,101,3.4,UPI,2024-04-12,29,58.11
1079,4037,food express,Chennai,400.37,8,0.8,CARD  ,2024-06-12,17,53.2
1080,4805,Pizza Point ,bangalore,621.54,137,1.3,cash,2024-01-05,42,2.61
1081,1762,Pizza Point, Chennai,626.47,11,1.4,card,2024-04-20,62,50.15
1082,2848,pizza point,delhi,997.72,103,0.2, cash ,2024-01-06,39,6.84
1083,3448,Food Express ,chennai,540.77,63,2.3,card,2024-05-18,55,41.41
1084,1623,pizza point,hyderabad,234.37,101,3.7,upi ,2024-02-03,60,17.14
1085,3814,FOOD EXPRESS,BANGALORE,471.08,60,0.9,UPI ,2024-03-04,50,46.4
1086,4374,Cafe Delight ,pune,651.89,62,1.1,UPI,2024-06-23,19,0.52
1087,3966,Spice Hub ,DELHI,748.91,37,4.2,UPI ,2024-05-12,41,22.94
1088,4278,food express,delhi,96.24,49,1.0,card,2024-02-07,51,1.29
1089,2252,Cafe Delight ,pune,563.43,48,0.8,UPI,2024-01-03,19,57.21
1090,3900,burger town,Delhi ,275.69,89,5.9, UPI,2024-06-23,49,0.92
1091,4981,Food Express ,DELHI,358.34,6,0.1,Cash ,2024-01-05,28,9.32
1092,1577,Food Express , Hyderabad,711.46,12,2.0,CARD  ,2024-01-04,55,32.36
1093,3122,Pizza Point ,Mumbai,686.56,109,0.2,card,2024-06-23,56,38.77
1094,1434,Spice Hub,BANGALORE,330.46,77,5.0,UPI ,2024-06-11,16,43.74
1095,3150,Spice Hub,Delhi,460.54,42,3.5, upi,2024-02-14,16,14.81
1096,4493,Food Express , Delhi,365.98,129,0.3,UPI,2024-06-01,24,18.06
1097,4775,pizza point,Kolkata ,1222.93,121,3.7,CARD ,2024-04-30,26,14.39
1098,1763, Cafe Delight,PUNE,569.59,75,0.7,Cash,2024-05-17,31,14.64
1099,3785,Cafe Delight,Delhi ,290.13,42,3.0,Card ,2024-01-03,44,46.91
1100,3853,Biryani House ,mumbai,830.54,98,4.0, upi,2024-04-17,51,56.88
1101,2329,PIZZA POINT,BANGALORE,839.37,25,0.9,CARD ,2024-06-12,30,35.75
1102,3145,biryani house,pune,947.92,145,3.0,CASH ,2024-05-03,54,9.45
1103,4921, Food Express,Pune ,1022.0,117,2.7, Card,2024-05-21,17,3.93
1104,3845, Pizza Point,Kolkata,676.93,118,5.5, UPI,2024-02-05,25,14.35
1105,2358,Spice Hub,Delhi ,412.54,135,6.0,cash ,2024-06-09,64,10.67
1106,3906, Burger Town,Hyderabad ,449.35,148,3.9,Card ,2024-03-09,26,34.71
1107,3482, Biryani House,Bangalore,426.98,23,5.1,upi,2024-04-18,45,41.88
1108,1446,biryani house,kolkata,399.06,5,3.9, upi,2024-03-21,38,0.28
1109,3017,Pizza Point ,MUMBAI,809.98,48,5.3,cash  ,2024-06-10,37,26.38
1110,2331,BURGER TOWN, Chennai,500.18,92,2.6,Cash ,2024-03-21,57,37.38
1111,1248,FOOD EXPRESS,Delhi ,742.86,81,3.6,CARD,2024-02-21,51,11.57
1112,1165,FOOD EXPRESS,Kolkata ,669.13,129,5.1,CASH ,2024-01-02,44,54.06
1113,4552,biryani house,hyderabad,225.34,55,5.5, upi,2024-06-05,60,32.94
1114,4031,Pizza Point , Kolkata,70.71,23,0.1,cash ,2024-02-07,47,20.72
1115,2358,Cafe Delight,Bangalore ,190.83,92,0.6, upi,2024-02-08,48,1.12
1116,2019,pizza point,hyderabad,393.32,115,5.6,Cash,2024-02-16,54,29.06
1117,1541,Biryani House,mumbai,533.58,53,3.4,card ,2024-02-13,24,20.16
1118,1758, Pizza Point,Bangalore,337.92,70,5.9,CARD ,2024-01-31,16,58.17
1119,4177,burger town,HYDERABAD,675.77,118,4.8,CASH,2024-02-02,33,22.73
1120,4634,Spice Hub,pune,368.08,140,4.9,cash ,2024-05-11,63,55.26
1121,3128, Pizza Point,MUMBAI,564.24,85,2.3,cash  ,2024-05-20,37,41.16
1122,3180, Cafe Delight,DELHI,529.4,97,1.5,CARD  ,2024-01-27,63,4.44
1123,1796,burger town,pune,933.61,139,3.6,Cash,2024-04-12,52,55.96
1124,3947,Pizza Point , Mumbai,256.19,31,5.3,upi,2024-06-08,29,10.11
1125,1137,FOOD EXPRESS,Delhi,1052.1,112,4.4,Card,2024-01-06,37,26.88
1126,3231,burger town,Chennai ,351.41,73,2.8, CARD ,2024-02-22,48,55.38
1127,4472,Biryani House ,Delhi,164.99,40,4.5, Card,2024-03-22,21,49.71
1128,2353, Biryani House,MUMBAI,445.77,129,4.1,UPI,2024-05-17,42,29.25
1129,3832, Pizza Point,Hyderabad ,1310.03,74,5.5,UPI,2024-02-25,21,12.42
1130,4579,Spice Hub,Hyderabad,723.8,61,1.6,cash ,2024-02-14,59,30.56
1131,2875,Biryani House , Kolkata,650.74,30,0.7,Cash ,2024-02-08,56,32.86
1132,4031,biryani house,Mumbai,698.8,48,2.8,CARD  ,2024-02-28,31,59.82
1133,1068,Burger Town ,Hyderabad,307.6,73,2.2, cash ,2024-02-12,62,49.44
1134,3593,Pizza Point,Mumbai ,581.51,40,5.8, Cash,2024-05-06,17,51.68
1135,4845,SPICE HUB, Hyderabad,500.63,119,0.0,upi ,2024-02-06,52,59.17
1136,3100,Biryani House ,kolkata,952.27,110,5.6, Cash,2024-02-27,44,31.4
1137,2473, Food Express,delhi,472.83,148,5.7,Card ,2024-03-19,38,35.11
1138,1204,Pizza Point ,Pune,405.43,97,0.3,cash ,2024-03-07,36,27.27
1139,3173,Spice Hub,Delhi ,208.8,65,5.3, UPI,2024-02-05,28,7.53
1140,4818,biryani house,bangalore,535.0,105,2.8,UPI,2024-03-09,16,31.52
1141,1042,PIZZA POINT, Hyderabad,573.24,7,4.6,Cash,2024-01-19,44,34.96
1142,4823,BIRYANI HOUSE,kolkata,199.6,109,0.5,CASH,2024-04-10,63,14.24
1143,2906, Spice Hub,Delhi ,613.29,144,5.7,UPI,2024-01-15,22,46.97
1144,3158,Spice Hub ,bangalore,558.29,60,3.6,cash  ,2024-05-12,46,7.47
1145,1760,cafe delight,Hyderabad ,753.36,148,5.4, CARD ,2024-02-24,60,30.12
1146,4734,Pizza Point ,Chennai,803.09,9,4.0,cash ,2024-05-22,37,39.76
1147,4254,Pizza Point,DELHI,523.57,89,3.2, UPI,2024-05-14,31,3.3
1148,3895,Biryani House , Hyderabad,240.91,99,1.0, Card,2024-06-13,43,48.24
1149,3142,Biryani House ,CHENNAI,292.34,47,1.1,card ,2024-06-19,59,18.25
1150,2994,Pizza Point ,Delhi,940.53,18,2.8,upi,2024-01-21,54,43.06
1151,4445,Food Express , Delhi,541.37,66,5.2,upi,2024-03-06,40,6.49
1152,2935,spice hub,mumbai,936.54,39,0.7,upi,2024-05-19,29,37.22
1153,4591, Spice Hub,Bangalore ,624.65,11,6.0, UPI,2024-05-29,36,33.43
1154,1899,PIZZA POINT,Delhi,688.43,139,5.3,upi ,2024-06-14,34,9.0
1155,1359,CAFE DELIGHT, Pune,734.68,142,2.4,CARD  ,2024-06-01,28,37.48
1156,3947,burger town,Mumbai ,194.22,148,1.5,UPI,2024-03-10,17,41.48
