emp_id,age,salary,department,experience_years,last_promotion_year,performance_score,work_hours_per_week,remote_work_ratio,job_satisfaction,left_company,joining_date,bonus,manager_rating,training_hours,city,loan_default_history
E03119,51,"62,795",IT,,2010,4.0,35,48,5.0,No,32/01/2020,,1,69,Delhi,No
E03120,9,"80,705",Information Technology,,2014,4.0,60,39,9.0,No,03-09-2020,8000.0,5,108,Pune,No
E03121,35,23k,FIN,18,2020,,60,52,7.0,No,,1000.0,3,6,Bangalore,No
E03122,thirty,"23,551",Operations,,2024,1.0,45,58,6.0,Yes,,,4,15,Kolkata,No
E03123,50,9999999,Operations,ten,2011,,10,87,6.0,No,32/01/2020,,4,166,Chennai,Yes
E03124,37,9999999,IT,,2014,,45,72,6.0,No,December 18 2023,2000.0,4,164,Mumbai,Yes
E03125,115,-46874,,33,2021,,50,76,3.0,No,21-06-2015,,1,42,Mumbai,Yes
E03126,30,"63,008",HR,58,2017,,35,50,,No,,8000.0,1,39,Bangalore,Yes
E03127,thirty,"37,895",Information Technology,,2011,4.0,120,58,5.0,No,26-04-2019,2000.0,2,197,Bangalore,No
E03128,-9,67k,Sales,,2011,2.0,40,92,8.0,No,02-07-2018,5000.0,2,95,Mumbai,No
E03129,0,₹132134,Finance,22,2018,1.0,35,3,5.0,No,,,3,185,Chennai,No
E03130,,65k,it,,2023,2.0,60,14,9.0,No,,,5,44,Chennai,No
E03131,thirty,₹126158,IT,ten,2011,,10,38,5.0,No,32/01/2020,,3,180,,No
E03132,50,9999999,Human Resource,52,2024,3.0,60,50,7.0,No,2023/03/22,,1,116,Mumbai,No
E03133,117,"49,901",Human Resource,ten,2019,,45,26,4.0,No,,,4,96,,Yes
E03134,,₹141592,FIN,ten,2015,2.0,40,54,8.0,No,2025/12/27,,4,161,Kolkata,No
E03135,thirty,43k,IT,,2010,1.0,35,61,,No,March 04 2022,0.0,3,21,Kolkata,No
E03136,,9999999,IT,ten,2021,2.0,45,94,,No,32/01/2020,1000.0,2,64,Bangalore,Yes
E03137,35,62k,,,2017,,50,8,10.0,No,26-01-2023,8000.0,5,73,Mumbai,No
E03138,,65042,it,ten,2019,4.0,40,2,,No,2020/02/06,5000.0,1,48,Pune,Yes
E03139,105,₹101591,Finance,ten,2015,1.0,50,62,8.0,No,January 24 2024,,2,92,,Yes
E03140,4,65k,Operations,,2010,,45,60,,Yes,32/01/2020,1000.0,4,107,Bangalore,Yes
E03141,18,"34,746",Human Resource,60,2022,,10,72,7.0,No,32/01/2020,0.0,3,89,Delhi,No
E03142,-9,9999999,Sales,ten,2024,5.0,120,25,,No,March 03 2018,,1,41,Mumbai,Yes
E03143,111,160979,FIN,43,2017,,35,71,9.0,Yes,,1000.0,3,45,Kolkata,No
E03144,,-24279,FIN,8,2010,,35,6,7.0,No,19-09-2025,5000.0,3,82,Pune,Yes
E03145,101,"30,381",FIN,ten,2016,,40,89,4.0,No,2018/02/05,8000.0,2,107,Pune,No
E03146,84,-20299,Human Resource,43,2018,4.0,60,56,,No,2021/06/20,,5,52,,No
E03147,,42k,HR,ten,2016,,45,55,5.0,No,07-03-2017,2000.0,4,133,Kolkata,No
E03148,43,"42,023",Information Technology,,2018,,10,73,5.0,No,25-10-2015,,2,77,Delhi,No
E03149,114,"30,698",Information Technology,ten,2014,4.0,50,62,4.0,No,32/01/2020,,1,96,Pune,No
E03150,thirty,-33928,,,2019,4.0,40,78,1.0,No,2018/06/06,,5,192,Bangalore,Yes
E03151,-4,9999999,IT,,2012,2.0,40,30,10.0,No,,8000.0,4,113,,No
E03152,-3,-13811,Information Technology,57,2015,,50,51,,No,2024/12/12,,2,82,Mumbai,No
E03153,99,₹95296,it,48,2017,3.0,40,30,,No,32/01/2020,8000.0,5,156,Delhi,No
E03154,thirty,₹132767,it,55,2019,2.0,45,37,,No,32/01/2020,2000.0,3,76,Delhi,Yes
E03155,,9999999,IT,,2012,,60,63,10.0,No,32/01/2020,8000.0,1,186,Pune,Yes
E03156,,9999999,,,2015,4.0,35,2,2.0,No,July 11 2015,,3,36,Kolkata,Yes
E03157,,9999999,it,3,2017,1.0,60,100,1.0,No,,0.0,5,200,Mumbai,Yes
E03158,8,161760,FIN,,2022,,10,99,2.0,No,32/01/2020,,3,11,Mumbai,Yes
E03159,-6,-44328,Information Technology,,2012,,40,54,4.0,No,2020/02/21,,1,47,Delhi,Yes
E03160,95,161080,it,,2013,4.0,120,32,7.0,Yes,,,3,28,Pune,Yes
E03161,115,₹52140,it,ten,2019,3.0,10,92,,No,2023/06/25,,1,126,Kolkata,No
E03162,thirty,₹47165,it,,2011,5.0,120,16,10.0,No,,0.0,4,168,Chennai,No
E03163,,₹116664,HR,ten,2011,3.0,60,74,7.0,No,32/01/2020,2000.0,4,115,Mumbai,No
E03164,102,9999999,IT,ten,2024,1.0,60,72,9.0,No,32/01/2020,,3,124,,Yes
E03165,,-14808,Operations,ten,2022,,120,46,1.0,Yes,08-03-2016,8000.0,1,183,Bangalore,Yes
E03166,57,-1958,Information Technology,55,2024,5.0,35,65,4.0,No,06-05-2019,1000.0,1,43,Kolkata,Yes
E03167,119,53k,Information Technology,,2014,5.0,35,47,7.0,No,28-01-2020,2000.0,1,156,,No
E03168,,₹44773,FIN,41,2024,1.0,40,30,,No,26-06-2016,,5,176,Delhi,No
E03169,-6,122462,it,ten,2010,4.0,10,32,,No,32/01/2020,,2,89,Kolkata,Yes
E03170,thirty,"51,070",IT,,2020,,35,58,8.0,No,22-09-2018,,1,92,Mumbai,Yes
E03171,-7,51585,Operations,ten,2020,,120,73,,Yes,24-11-2019,,1,92,Mumbai,Yes
E03172,34,80917,Sales,58,2020,1.0,40,25,2.0,No,14-06-2021,,5,19,Delhi,No
E03173,2,9999999,Operations,,2013,,45,30,5.0,No,,,3,158,Kolkata,No
E03174,80,167539,Information Technology,11,2018,4.0,60,52,4.0,No,,1000.0,1,132,Mumbai,Yes
E03175,thirty,"81,746",IT,ten,2024,,35,16,3.0,No,May 10 2015,,2,21,Delhi,No
E03176,,₹49302,Sales,33,2016,,10,38,,No,30-10-2022,,2,98,Bangalore,Yes
E03177,41,-37917,HR,ten,2011,2.0,10,41,6.0,No,,8000.0,4,9,Mumbai,Yes
E03178,thirty,155510,Finance,52,2021,5.0,45,41,8.0,No,32/01/2020,2000.0,1,152,Pune,No
E03179,102,112957,Sales,45,2022,,45,86,4.0,No,,8000.0,2,104,Kolkata,Yes
E03180,52,"73,551",Human Resource,1,2013,,60,47,,No,,,4,200,Bangalore,No
E03181,111,80k,IT,44,2011,2.0,50,63,6.0,No,2024/04/15,8000.0,5,80,Bangalore,No
E03182,,"90,222",Finance,18,2014,,35,11,5.0,No,32/01/2020,,5,103,Bangalore,No
E03183,thirty,"22,213",,26,2011,,50,58,10.0,No,June 05 2017,5000.0,4,49,Kolkata,No
E03184,,-21115,HR,,2011,3.0,10,12,4.0,No,,8000.0,1,22,Bangalore,Yes
E03185,60,51k,it,ten,2018,3.0,50,43,,No,October 06 2021,,1,156,Mumbai,Yes
E03186,,161563,IT,55,2020,2.0,45,26,9.0,No,August 15 2025,,5,5,Chennai,No
E03187,,84k,it,ten,2017,4.0,60,30,1.0,No,,0.0,5,127,Chennai,Yes
E03188,thirty,86752,HR,37,2018,5.0,40,35,6.0,No,32/01/2020,0.0,2,66,Mumbai,No
E03189,83,9999999,,,2022,,40,32,,No,2022/07/22,0.0,4,0,Bangalore,Yes
E03190,thirty,74k,Finance,,2024,,120,61,3.0,No,October 12 2023,0.0,4,197,Chennai,No
E03191,-7,60k,IT,55,2017,2.0,10,20,,No,2020/03/20,,5,65,Chennai,Yes
E03192,thirty,"54,076",IT,29,2012,1.0,50,88,9.0,No,32/01/2020,,3,15,Delhi,Yes
E03193,24,₹79115,it,34,2011,3.0,120,3,3.0,No,,,5,10,Pune,No
E03194,thirty,41438,Human Resource,17,2023,4.0,40,45,8.0,No,,,4,112,Bangalore,Yes
E03195,thirty,9999999,Human Resource,57,2010,,45,19,9.0,No,2022/10/30,,3,76,Pune,Yes
E03196,,9999999,Finance,,2022,1.0,120,94,9.0,No,June 10 2015,1000.0,2,185,Delhi,No
E03197,thirty,"49,910",Operations,30,2020,,60,63,,No,24-04-2017,5000.0,5,47,Bangalore,Yes
E03198,-4,"35,649",,10,2021,3.0,50,43,,No,,5000.0,2,169,Bangalore,Yes
E03199,42,163764,HR,53,2016,5.0,35,79,5.0,No,2024/03/12,8000.0,4,71,Delhi,Yes
E03200,102,114915,,,2014,,50,14,,No,2022/04/28,,2,81,Kolkata,Yes
E03201,,"64,448",it,,2018,5.0,35,39,5.0,No,09-11-2018,,1,156,Pune,Yes
E03202,thirty,9999999,Human Resource,1,2013,,40,9,4.0,No,12-08-2024,,3,76,,Yes
E03203,,9999999,Finance,,2022,3.0,10,3,,No,2019/09/13,0.0,1,182,Kolkata,No
E03204,50,₹132862,Finance,,2019,5.0,35,47,7.0,No,11-10-2020,8000.0,2,50,Kolkata,No
E03205,29,-47379,Operations,,2013,4.0,60,43,7.0,No,February 22 2021,0.0,4,81,Chennai,No
E03206,23,"30,413",HR,1,2013,2.0,60,38,8.0,Yes,September 15 2015,1000.0,5,147,Bangalore,Yes
E03207,,9999999,Sales,ten,2011,3.0,50,79,2.0,No,October 14 2016,0.0,3,186,Mumbai,No
E03208,,38k,Human Resource,ten,2016,,50,89,,No,02-01-2018,5000.0,3,63,Delhi,No
E03209,-3,"72,988",Sales,0,2021,3.0,40,88,,No,27-10-2022,,4,110,Chennai,No
E03210,thirty,₹70401,it,ten,2013,,35,56,9.0,No,December 27 2021,,2,155,Delhi,Yes
E03211,24,-35966,IT,17,2022,,35,13,,No,,,2,169,Mumbai,No
E03212,57,29k,IT,ten,2020,2.0,50,53,5.0,No,15-06-2021,2000.0,3,79,Pune,No
E03213,thirty,"78,468",IT,,2023,3.0,50,15,,No,13-06-2023,,1,47,,Yes
E03214,,9999999,,58,2012,3.0,50,37,3.0,No,24-03-2018,8000.0,3,91,Delhi,Yes
E03215,-10,-28418,HR,ten,2011,2.0,35,14,3.0,No,32/01/2020,,2,56,Chennai,No
E03216,thirty,40838,FIN,1,2014,,60,73,1.0,No,2019/02/21,,4,66,,Yes
E03217,thirty,"41,400",Information Technology,,2022,,45,18,8.0,No,32/01/2020,,4,97,,Yes
E03218,-2,"35,555",it,0,2016,,45,82,3.0,No,February 20 2020,,3,151,,No
E03219,90,9999999,,12,2014,3.0,45,55,9.0,No,,1000.0,1,37,Kolkata,No
E03220,105,"39,887",it,41,2012,5.0,120,30,2.0,No,32/01/2020,2000.0,2,8,,Yes
E03221,,82k,Finance,41,2012,3.0,120,9,3.0,No,32/01/2020,,2,56,Bangalore,No
E03222,thirty,"68,713",Sales,ten,2015,3.0,40,41,8.0,No,2022/12/02,1000.0,2,39,Mumbai,Yes
E03223,thirty,-30296,,ten,2017,2.0,120,67,2.0,No,25-12-2015,,5,141,Pune,No
E03224,100,9999999,Finance,,2021,4.0,120,54,1.0,No,2022/11/05,1000.0,4,144,Chennai,Yes
E03225,thirty,-42724,FIN,19,2019,2.0,10,17,,No,,,4,47,Pune,Yes
E03226,-7,36k,,,2013,4.0,60,3,,No,08-04-2020,8000.0,4,133,Chennai,No
E03227,,159591,Operations,16,2014,3.0,35,25,10.0,No,29-11-2018,5000.0,5,29,Chennai,No
E03228,,55k,,,2024,,45,5,10.0,No,2025/02/28,,1,189,Delhi,No
E03229,108,₹91453,FIN,59,2011,2.0,60,73,,No,2024/10/18,1000.0,2,164,Kolkata,No
E03230,thirty,-1668,FIN,ten,2023,3.0,60,41,8.0,No,09-03-2016,,1,1,Kolkata,No
E03231,97,79141,HR,,2014,4.0,45,28,2.0,Yes,2025/11/25,2000.0,1,65,Pune,No
E03232,39,"89,836",Sales,46,2013,1.0,35,21,2.0,No,October 26 2015,1000.0,2,94,Chennai,No
E03233,84,9999999,IT,8,2019,,40,22,,No,September 06 2023,2000.0,5,144,Mumbai,Yes
E03234,thirty,-10823,Operations,35,2023,1.0,40,15,,No,32/01/2020,8000.0,5,152,Kolkata,Yes
E03235,-1,₹90045,FIN,ten,2014,,120,34,10.0,No,32/01/2020,5000.0,1,129,Pune,No
E03236,8,128656,Human Resource,52,2016,1.0,50,41,,No,,8000.0,1,157,Mumbai,Yes
E03237,86,₹99683,Information Technology,ten,2017,1.0,10,93,,No,2021/01/15,2000.0,2,53,Kolkata,No
E03238,56,₹95690,Sales,0,2021,3.0,60,50,10.0,No,,,4,195,,No
E03239,7,-10936,HR,ten,2014,,50,7,9.0,No,22-07-2021,,2,149,Chennai,Yes
E03240,47,42k,Operations,57,2020,3.0,40,83,,No,10-04-2016,2000.0,1,28,Mumbai,No
E03241,20,-44323,,51,2013,,40,40,,No,20-09-2015,8000.0,2,81,Mumbai,Yes
E03242,6,"66,959",Sales,16,2020,3.0,40,36,7.0,No,February 08 2020,,2,35,Chennai,Yes
E03243,,9999999,FIN,32,2017,,120,31,,No,2026/01/29,5000.0,3,28,Chennai,Yes
E03244,,"76,490",Operations,37,2013,,40,39,2.0,No,17-03-2025,,4,34,Chennai,Yes
E03245,thirty,-17904,IT,ten,2024,,50,0,2.0,No,2025/09/09,5000.0,4,74,Delhi,No
E03246,-8,54k,Human Resource,41,2015,,50,86,2.0,No,32/01/2020,0.0,4,53,Mumbai,Yes
E03247,,9999999,IT,ten,2015,5.0,45,95,6.0,Yes,32/01/2020,,5,109,Kolkata,No
E03248,,"57,512",it,5,2023,5.0,60,75,8.0,No,March 28 2025,1000.0,2,91,Delhi,Yes
E03249,92,59k,Human Resource,14,2021,4.0,10,87,2.0,No,32/01/2020,8000.0,1,111,Chennai,Yes
E03250,thirty,45k,HR,ten,2015,,50,84,5.0,No,,0.0,4,65,Kolkata,Yes
E03251,112,9999999,,ten,2021,4.0,60,69,5.0,No,,1000.0,3,105,Chennai,Yes
E03252,100,-4485,IT,1,2017,4.0,45,28,7.0,No,February 27 2026,0.0,3,129,Kolkata,Yes
E03253,9,89k,Finance,37,2014,4.0,35,2,1.0,No,2018/10/03,,4,62,,Yes
E03254,,-36161,FIN,ten,2017,5.0,40,11,10.0,No,January 19 2019,0.0,1,132,Kolkata,Yes
E03255,37,₹136274,it,2,2020,,10,52,3.0,No,2025/03/10,5000.0,5,165,Delhi,No
E03256,5,"89,725",Operations,,2013,5.0,60,89,6.0,Yes,32/01/2020,5000.0,5,102,Pune,No
E03257,57,9999999,Operations,9,2024,3.0,45,80,1.0,No,32/01/2020,5000.0,4,141,Delhi,No
E03258,,9999999,Sales,58,2016,2.0,40,46,3.0,No,September 03 2017,5000.0,1,138,Bangalore,Yes
E03259,7,152162,Information Technology,,2023,3.0,120,73,7.0,No,32/01/2020,5000.0,3,52,,Yes
E03260,90,-17138,,0,2021,,50,34,4.0,No,,5000.0,3,67,,Yes
E03261,thirty,"89,549",Sales,,2016,5.0,10,82,2.0,No,,8000.0,4,61,Kolkata,Yes
E03262,thirty,90k,Sales,59,2021,,10,97,1.0,No,01-04-2021,,4,171,Chennai,Yes
E03263,-9,29k,Sales,2,2011,,40,37,2.0,No,2016/03/28,0.0,5,168,Kolkata,Yes
E03264,,₹138965,Human Resource,49,2010,3.0,45,66,3.0,No,May 11 2016,1000.0,5,37,Delhi,Yes
E03265,,150915,FIN,,2011,4.0,45,33,9.0,No,July 19 2024,,1,87,,No
E03266,103,-32395,Sales,15,2014,4.0,40,86,,No,December 26 2022,2000.0,5,165,Mumbai,Yes
E03267,84,"71,060",it,0,2020,2.0,45,78,,No,26-12-2024,5000.0,5,48,Kolkata,Yes
E03268,54,95340,FIN,47,2024,5.0,45,74,6.0,No,,8000.0,4,125,,Yes
E03269,thirty,₹147728,,ten,2012,,45,62,5.0,Yes,,8000.0,5,104,Kolkata,Yes
E03270,118,-34183,HR,22,2015,4.0,10,66,2.0,No,2016/08/26,8000.0,2,109,Pune,No
E03271,thirty,"50,791",IT,4,2011,2.0,40,33,8.0,No,32/01/2020,8000.0,5,10,Mumbai,No
E03272,thirty,"79,363",it,,2019,5.0,45,57,6.0,No,September 02 2018,1000.0,1,73,Bangalore,Yes
E03273,97,122635,IT,56,2024,,35,46,5.0,No,32/01/2020,,2,6,Kolkata,No
E03274,,28354,HR,,2019,2.0,60,35,10.0,Yes,2019/10/26,,2,114,Pune,No
E03275,3,45k,Human Resource,ten,2011,2.0,10,25,,No,32/01/2020,0.0,5,33,Chennai,No
E03276,36,₹62103,Sales,37,2020,4.0,45,2,8.0,No,January 03 2019,2000.0,3,159,Pune,No
E03277,-3,-16404,IT,51,2018,,10,20,,No,April 11 2016,,1,5,Chennai,No
E03278,50,"55,895",Operations,,2014,3.0,10,91,,No,32/01/2020,2000.0,3,195,Chennai,Yes
E03279,thirty,67k,IT,ten,2011,4.0,60,35,8.0,No,,,3,58,Bangalore,No
E03280,84,"70,877",Finance,,2012,2.0,60,24,7.0,No,June 12 2018,5000.0,5,144,Chennai,No
E03281,thirty,"24,036",,ten,2012,5.0,120,54,8.0,No,,5000.0,4,22,Delhi,Yes
E03282,5,"58,468",Information Technology,50,2010,5.0,10,5,,No,2022/11/18,5000.0,4,158,,Yes
E03283,,₹32852,Human Resource,53,2010,5.0,50,17,10.0,No,,2000.0,5,5,Bangalore,Yes
E03284,27,-7405,it,ten,2022,2.0,35,27,4.0,No,2025/03/28,8000.0,3,89,Bangalore,No
E03285,thirty,36k,FIN,26,2013,,45,3,2.0,No,December 13 2020,0.0,5,150,Mumbai,No
E03286,5,190900,IT,47,2020,3.0,120,89,3.0,No,32/01/2020,2000.0,2,25,Bangalore,Yes
E03287,thirty,-46709,Sales,33,2014,2.0,45,17,6.0,No,,2000.0,3,150,Mumbai,Yes
E03288,92,74875,HR,39,2021,2.0,45,68,9.0,No,,8000.0,1,131,Kolkata,No
E03289,thirty,"70,676",Information Technology,,2014,1.0,45,32,9.0,No,2017/07/09,,2,4,Pune,No
E03290,20,9999999,Operations,,2013,4.0,35,11,,No,,5000.0,2,129,Bangalore,No
E03291,39,"20,870",IT,59,2012,4.0,45,76,2.0,No,,5000.0,3,157,,No
E03292,thirty,"47,798",Information Technology,,2010,2.0,35,96,,Yes,2025/02/19,5000.0,3,160,Mumbai,No
E03293,89,47438,,,2020,4.0,45,51,9.0,No,,2000.0,4,194,,No
E03294,-3,₹37619,HR,58,2010,,40,44,8.0,No,2024/07/27,,2,31,Mumbai,Yes
E03295,19,43k,it,,2014,2.0,35,32,1.0,No,July 21 2024,,3,162,Bangalore,No
E03296,19,₹38618,HR,45,2019,1.0,60,4,9.0,No,09-11-2024,,3,96,Mumbai,Yes
E03297,33,76k,Finance,,2012,,45,37,9.0,No,32/01/2020,,2,77,Bangalore,Yes
E03298,55,"57,763",FIN,ten,2024,1.0,35,97,3.0,No,2025/07/29,,5,86,Delhi,Yes
E03299,81,89320,Human Resource,,2024,1.0,120,34,7.0,Yes,2018/02/21,0.0,1,9,Delhi,No
E03300,,"87,406",IT,ten,2023,,45,31,8.0,No,November 08 2020,0.0,4,35,Pune,Yes
E03301,-6,-35310,FIN,,2021,4.0,40,81,2.0,No,17-12-2018,5000.0,5,180,Mumbai,No
E03302,41,9999999,Operations,ten,2016,3.0,120,83,2.0,Yes,,,3,54,Kolkata,Yes
E03303,-1,₹61963,Sales,ten,2018,,10,71,5.0,No,September 09 2022,,1,170,,No
E03304,-1,-43044,Human Resource,40,2016,3.0,45,40,8.0,No,17-02-2022,5000.0,3,158,Bangalore,No
E03305,,9999999,HR,4,2019,1.0,40,75,1.0,No,,1000.0,4,62,,Yes
E03306,41,42k,Finance,,2020,,120,94,3.0,No,2020/02/15,,3,59,Mumbai,No
E03307,,₹51000,Information Technology,ten,2024,5.0,35,61,1.0,No,2017/03/19,0.0,2,80,Bangalore,No
E03308,21,9999999,IT,19,2022,2.0,40,57,9.0,No,32/01/2020,1000.0,4,139,Delhi,Yes
E03309,1,72k,Sales,9,2024,,45,48,6.0,No,17-09-2022,2000.0,4,74,Delhi,Yes
E03310,18,-29721,,27,2019,2.0,60,44,10.0,No,2021/10/19,,5,92,Pune,No
E03311,thirty,88k,HR,28,2017,3.0,35,13,1.0,No,32/01/2020,,4,164,Kolkata,No
E03312,20,-29277,it,5,2023,1.0,60,14,6.0,No,May 28 2019,,2,189,Chennai,Yes
E03313,,9999999,HR,,2018,1.0,60,22,2.0,No,,8000.0,2,26,,No
E03314,-7,87k,Operations,2,2023,1.0,50,20,2.0,No,07-09-2024,0.0,5,18,,No
E03315,98,"41,591",Operations,,2018,2.0,60,11,3.0,No,February 09 2022,1000.0,4,166,Bangalore,No
E03316,-9,"76,094",Human Resource,,2013,5.0,120,16,7.0,No,2017/06/30,5000.0,1,111,Chennai,No
E03317,36,81k,,28,2017,2.0,35,68,3.0,No,32/01/2020,0.0,1,152,Bangalore,No
E03318,,-15733,Finance,60,2023,,35,87,,No,19-06-2021,8000.0,4,72,Mumbai,Yes
E03319,87,198134,IT,ten,2021,,60,1,7.0,No,18-10-2025,,3,187,Kolkata,No
E03320,30,-34077,FIN,18,2015,2.0,45,27,7.0,No,32/01/2020,,3,86,Delhi,Yes
E03321,thirty,-42036,HR,36,2023,1.0,120,85,,No,October 10 2025,8000.0,2,63,Mumbai,Yes
E03322,107,-19231,IT,2,2023,,50,18,2.0,No,,,2,156,Kolkata,Yes
E03323,85,9999999,HR,,2015,5.0,120,71,,No,2024/01/15,5000.0,5,142,Pune,No
E03324,-10,38k,IT,,2022,,120,80,9.0,Yes,25-03-2021,,2,4,Chennai,No
E03325,,₹30926,IT,39,2023,,35,27,5.0,No,,,5,16,Kolkata,Yes
E03326,50,-6336,Information Technology,,2017,,10,57,8.0,Yes,October 05 2025,,1,72,Pune,Yes
E03327,thirty,₹51994,Information Technology,ten,2019,,40,58,3.0,No,,,1,3,Chennai,Yes
E03328,37,-11128,Information Technology,,2012,5.0,40,58,4.0,No,March 13 2026,,3,13,Bangalore,No
E03329,,177771,it,52,2024,3.0,45,87,8.0,No,March 23 2021,,3,18,Chennai,Yes
E03330,,157585,Human Resource,,2011,5.0,40,62,5.0,No,03-05-2018,,1,132,Chennai,Yes
E03331,98,108558,,,2011,3.0,10,83,5.0,No,2015/06/25,8000.0,1,130,Mumbai,No
E03332,thirty,-12903,HR,ten,2021,2.0,45,19,2.0,No,April 29 2024,,3,80,Pune,No
E03333,90,₹101452,Operations,46,2011,4.0,45,89,2.0,No,,,1,77,Delhi,Yes
E03334,thirty,153493,Finance,33,2016,4.0,120,4,8.0,No,2021/11/08,8000.0,3,115,Delhi,No
E03335,,₹78386,Human Resource,17,2012,,45,5,,No,2025/12/25,,4,11,Delhi,No
E03336,,9999999,Human Resource,54,2023,,10,54,8.0,No,January 11 2016,8000.0,1,170,Mumbai,No
E03337,-6,"64,480",,ten,2011,5.0,10,20,,No,31-01-2026,0.0,3,8,Bangalore,Yes
E03338,87,-2602,IT,ten,2023,,60,40,,No,2026/02/10,0.0,4,83,Mumbai,No
E03339,-10,187019,Information Technology,ten,2019,,35,28,9.0,No,,2000.0,1,150,Delhi,No
E03340,33,67601,Information Technology,47,2010,5.0,35,77,6.0,No,,8000.0,5,134,Kolkata,Yes
E03341,113,-19789,,33,2014,,35,73,,No,22-04-2024,,2,135,Chennai,Yes
E03342,28,"63,237",Human Resource,11,2012,,40,98,6.0,No,2024/07/19,0.0,5,130,Pune,Yes
E03343,,₹57729,Information Technology,13,2013,4.0,40,57,8.0,No,,,3,102,Mumbai,Yes
E03344,88,9999999,it,47,2016,4.0,50,51,6.0,No,April 11 2018,5000.0,1,20,Delhi,Yes
E03345,thirty,-27529,HR,7,2024,1.0,50,100,8.0,No,2019/01/22,,3,57,,Yes
E03346,36,"44,696",Operations,,2010,,60,64,10.0,No,2021/01/08,5000.0,3,170,Kolkata,No
E03347,21,53k,,23,2018,3.0,50,50,8.0,No,2019/03/29,5000.0,1,114,Bangalore,No
E03348,thirty,"74,869",Information Technology,,2016,3.0,40,95,8.0,No,10-04-2019,,1,57,Bangalore,No
E03349,89,"55,371",it,26,2017,4.0,40,27,8.0,No,February 24 2020,1000.0,2,66,,Yes
E03350,29,76086,FIN,ten,2021,,50,92,6.0,No,,,2,147,Bangalore,No
E03351,110,9999999,Information Technology,ten,2010,3.0,120,58,,No,17-09-2016,,4,123,,No
E03352,110,₹142213,Operations,ten,2014,,60,97,6.0,No,December 13 2016,,4,166,Delhi,Yes
E03353,25,106867,Operations,ten,2019,,60,30,3.0,No,,,4,11,Delhi,No
E03354,119,₹109354,it,ten,2024,3.0,40,1,10.0,Yes,2017/07/22,8000.0,2,198,Delhi,Yes
E03355,82,"38,202",Information Technology,49,2017,,50,87,10.0,No,04-12-2023,,3,74,Bangalore,Yes
E03356,51,9999999,Operations,15,2017,,60,24,3.0,No,,8000.0,1,9,Delhi,No
E03357,101,35k,it,7,2016,2.0,40,28,,No,,,5,39,Kolkata,No
E03358,-6,49k,Operations,42,2018,3.0,50,36,3.0,No,July 28 2016,8000.0,2,195,Mumbai,Yes
E03359,10,"60,022",HR,39,2012,2.0,35,63,9.0,No,2023/08/28,,3,72,Kolkata,Yes
E03360,,-45019,HR,26,2011,3.0,60,65,9.0,No,May 08 2017,,1,169,Pune,No
E03361,99,163577,FIN,0,2024,4.0,120,2,,Yes,17-07-2016,0.0,4,53,Mumbai,Yes
E03362,2,₹42597,Information Technology,ten,2023,,45,48,10.0,No,32/01/2020,,2,8,Kolkata,No
E03363,3,"28,488",Operations,56,2010,,120,88,7.0,Yes,September 17 2015,8000.0,2,37,,No
E03364,8,9999999,Operations,57,2013,,50,21,4.0,No,32/01/2020,2000.0,3,156,Delhi,Yes
E03365,thirty,-24555,Finance,ten,2015,4.0,60,20,,No,,0.0,5,147,,Yes
E03366,112,₹25863,Information Technology,22,2018,1.0,10,35,2.0,No,August 22 2022,2000.0,1,151,Mumbai,Yes
E03367,,₹112181,Operations,,2012,,35,1,,Yes,2024/03/31,1000.0,1,191,Mumbai,Yes
E03368,,30k,,ten,2015,4.0,40,16,4.0,No,32/01/2020,0.0,1,74,Delhi,Yes
E03369,-7,"66,111",Sales,0,2024,2.0,60,77,8.0,No,32/01/2020,5000.0,5,3,Mumbai,No
E03370,thirty,"24,335",Information Technology,ten,2012,,10,4,8.0,No,2023/07/05,,4,130,Pune,Yes
E03371,,9999999,Information Technology,36,2015,,35,47,8.0,No,,,2,128,Pune,Yes
E03372,18,"28,069",IT,8,2016,3.0,50,95,9.0,No,,2000.0,5,47,Delhi,Yes
E03373,86,9999999,Human Resource,59,2022,4.0,40,54,4.0,No,July 14 2022,1000.0,5,83,Pune,No
E03374,,77k,IT,60,2013,2.0,120,53,,No,32/01/2020,2000.0,3,200,Pune,No
E03375,85,191877,Information Technology,46,2020,5.0,40,96,3.0,No,11-08-2016,1000.0,5,4,Delhi,Yes
E03376,24,"45,078",Operations,28,2020,,40,29,3.0,No,2017/11/17,8000.0,2,200,Kolkata,Yes
E03377,7,-22958,Sales,,2011,4.0,45,78,1.0,No,32/01/2020,1000.0,2,26,Mumbai,Yes
E03378,-3,9999999,FIN,12,2019,,10,47,,No,,,5,189,Delhi,Yes
E03379,thirty,₹33934,Sales,45,2018,5.0,120,23,2.0,No,,5000.0,5,43,,Yes
E03380,thirty,-47829,,38,2023,2.0,10,33,7.0,No,,,2,31,Bangalore,Yes
E03381,96,180694,HR,ten,2014,1.0,45,22,2.0,No,05-06-2015,8000.0,3,22,Delhi,No
E03382,44,"73,371",FIN,,2015,,10,63,3.0,No,06-05-2019,,1,123,,Yes
E03383,thirty,"74,617",Operations,22,2022,1.0,35,0,8.0,No,February 09 2024,1000.0,3,191,Delhi,No
E03384,,"32,717",HR,,2022,,50,24,,No,32/01/2020,2000.0,4,128,Chennai,No
