age,salary,experience,city,education,purchased
68.0,39080.0,21.0,Delhi,School,1
67.0,31270.0,18.0,Mumbai,PostGraduate,0
45.0,60914.0,12.0,Mumbai,PostGraduate,1
24.0,4060.0,2.0,Chennai,PostGraduate,1
26.0,39237.0,27.0,Chennai,Graduate,1
39.0,29874.0,28.0,Mumbai,Graduate,1
43.0,52133.0,23.0,Delhi,PostGraduate,0
29.0,17163.0,29.0,Chennai,School,0
24.0,58218.0,16.0,Bangalore,School,1
63.0,,3.0,Bangalore,Graduate,1
64.0,25511.0,,Delhi,Graduate,0
32.0,52859.0,17.0,Delhi,School,0
55.0,57741.0,27.0,Mumbai,School,1
38.0,64105.0,22.0,Mumbai,PostGraduate,1
31.0,27966.0,9.0,Chennai,PostGraduate,1
19.0,25856.0,20.0,Mumbai,School,1
25.0,72540.0,28.0,Mumbai,PostGraduate,0
,37672.0,4.0,Chennai,PostGraduate,0
23.0,42089.0,26.0,Mumbai,School,0
54.0,59496.0,19.0,Bangalore,PostGraduate,1
54.0,32462.0,11.0,,,0
50.0,46012.0,5.0,Bangalore,,0
58.0,63376.0,25.0,Kolkata,PostGraduate,0
23.0,28683.0,5.0,,School,0
69.0,42500.0,21.0,Kolkata,School,0
43.0,33099.0,,Bangalore,School,0
56.0,38391.0,23.0,Mumbai,Graduate,1
58.0,67785.0,13.0,Kolkata,,0
54.0,71076.0,1.0,Chennai,PostGraduate,1
31.0,53868.0,3.0,,School,1
54.0,57983.0,29.0,Bangalore,Graduate,1
25.0,57573.0,1.0,Bangalore,Graduate,0
56.0,39915.0,24.0,Bangalore,PostGraduate,1
30.0,53572.0,29.0,Delhi,School,0
30.0,30570.0,28.0,Delhi,PostGraduate,0
57.0,35621.0,5.0,,School,0
60.0,48698.0,25.0,Bangalore,,0
,34085.0,0.0,Delhi,PostGraduate,1
35.0,,9.0,Mumbai,,0
,39322.0,22.0,Chennai,School,0
55.0,,21.0,Kolkata,PostGraduate,1
49.0,73357.0,28.0,Mumbai,School,1
39.0,49512.0,24.0,Kolkata,PostGraduate,0
19.0,58733.0,20.0,Kolkata,School,0
30.0,41548.0,7.0,,PostGraduate,0
40.0,19015.0,29.0,Delhi,PostGraduate,0
,36597.0,22.0,Mumbai,PostGraduate,1
45.0,45375.0,10.0,,Graduate,1
28.0,52115.0,23.0,Chennai,School,0
50.0,48485.0,,,Graduate,0
41.0,45775.0,12.0,Bangalore,Graduate,1
19.0,41381.0,11.0,Chennai,School,0
47.0,55158.0,,Chennai,Graduate,1
34.0,29542.0,18.0,Chennai,School,0
57.0,62031.0,17.0,Chennai,PostGraduate,0
51.0,41205.0,14.0,Chennai,Graduate,0
55.0,81006.0,11.0,Mumbai,PostGraduate,0
39.0,45270.0,13.0,Mumbai,,1
22.0,,10.0,Delhi,PostGraduate,1
65.0,41560.0,4.0,Mumbai,PostGraduate,0
57.0,42947.0,18.0,Delhi,PostGraduate,1
68.0,59108.0,1.0,Delhi,PostGraduate,0
33.0,49366.0,3.0,Bangalore,Graduate,1
30.0,64806.0,8.0,Chennai,School,1
43.0,56966.0,,Bangalore,Graduate,1
48.0,50472.0,7.0,Chennai,School,0
69.0,55594.0,14.0,Delhi,PostGraduate,0
56.0,67945.0,29.0,Delhi,School,1
65.0,59850.0,23.0,Mumbai,PostGraduate,0
40.0,54208.0,13.0,Kolkata,School,0
65.0,56341.0,26.0,Chennai,PostGraduate,0
29.0,32710.0,22.0,Kolkata,Graduate,0
31.0,88575.0,6.0,Delhi,Graduate,0
35.0,57922.0,20.0,Chennai,Graduate,0
44.0,59419.0,7.0,Delhi,PostGraduate,0
45.0,,3.0,Mumbai,Graduate,1
35.0,15536.0,7.0,Delhi,PostGraduate,0
33.0,46020.0,8.0,Kolkata,Graduate,1
69.0,51139.0,10.0,,PostGraduate,1
33.0,37657.0,23.0,Mumbai,School,1
30.0,37527.0,8.0,Mumbai,School,1
46.0,44911.0,16.0,Delhi,School,0
26.0,61573.0,17.0,Delhi,Graduate,1
43.0,68836.0,20.0,Kolkata,School,0
45.0,52564.0,8.0,Mumbai,School,1
58.0,,12.0,Kolkata,Graduate,0
30.0,,1.0,Mumbai,Graduate,0
53.0,51493.0,16.0,Bangalore,,1
26.0,53270.0,,Bangalore,PostGraduate,1
64.0,56524.0,22.0,Bangalore,PostGraduate,1
,,11.0,Mumbai,School,0
68.0,57939.0,28.0,Chennai,PostGraduate,0
29.0,56754.0,3.0,Bangalore,PostGraduate,0
49.0,44074.0,1.0,Kolkata,School,1
55.0,24208.0,9.0,,Graduate,1
20.0,36726.0,29.0,Kolkata,PostGraduate,1
69.0,73514.0,3.0,Delhi,School,1
33.0,24596.0,26.0,Mumbai,School,0
37.0,69763.0,23.0,Delhi,PostGraduate,0
49.0,24071.0,0.0,Delhi,PostGraduate,0
40.0,38403.0,16.0,Bangalore,PostGraduate,1
34.0,44379.0,11.0,Kolkata,PostGraduate,0
33.0,76735.0,8.0,Bangalore,School,0
55.0,50392.0,17.0,Mumbai,PostGraduate,0
25.0,46790.0,21.0,Kolkata,,1
36.0,35970.0,29.0,Chennai,Graduate,0
47.0,57829.0,10.0,Kolkata,School,0
51.0,42309.0,,Bangalore,Graduate,0
31.0,46565.0,27.0,Delhi,PostGraduate,1
39.0,44625.0,9.0,Delhi,School,0
61.0,60798.0,9.0,Chennai,Graduate,0
34.0,61427.0,6.0,Chennai,Graduate,0
32.0,36644.0,14.0,Mumbai,,1
67.0,40591.0,15.0,Chennai,PostGraduate,0
65.0,39112.0,3.0,Mumbai,School,1
49.0,52750.0,11.0,Mumbai,PostGraduate,1
30.0,63600.0,14.0,Mumbai,,1
38.0,52950.0,20.0,Kolkata,PostGraduate,1
66.0,17140.0,,Kolkata,Graduate,0
57.0,61396.0,16.0,Delhi,PostGraduate,0
50.0,29765.0,5.0,Bangalore,PostGraduate,0
44.0,39271.0,2.0,Kolkata,PostGraduate,0
52.0,,12.0,Kolkata,Graduate,0
33.0,48742.0,1.0,Bangalore,PostGraduate,1
45.0,63091.0,22.0,Delhi,PostGraduate,1
,40839.0,3.0,Mumbai,,1
64.0,35501.0,5.0,Bangalore,,0
18.0,45325.0,10.0,Delhi,Graduate,1
58.0,64655.0,,Kolkata,Graduate,0
65.0,59445.0,9.0,Mumbai,Graduate,0
48.0,,8.0,,School,0
53.0,349445.0,18.0,Delhi,,1
61.0,67173.0,1.0,Kolkata,,1
,61827.0,22.0,Bangalore,Graduate,0
50.0,32330.0,18.0,Mumbai,Graduate,0
56.0,61749.0,,Chennai,PostGraduate,1
35.0,46965.0,20.0,Mumbai,School,0
40.0,44076.0,6.0,Chennai,PostGraduate,0
40.0,39762.0,9.0,Mumbai,Graduate,0
32.0,47424.0,17.0,Delhi,PostGraduate,0
,40614.0,4.0,Kolkata,School,1
47.0,52546.0,7.0,Bangalore,School,1
42.0,47406.0,6.0,Bangalore,School,0
62.0,53308.0,21.0,Delhi,,1
,58299.0,5.0,Kolkata,Graduate,1
56.0,45585.0,,Bangalore,School,1
65.0,38941.0,9.0,Delhi,,1
62.0,19904.0,23.0,,School,0
31.0,61560.0,5.0,Delhi,School,0
34.0,51181.0,11.0,Chennai,School,1
29.0,47357.0,,Mumbai,School,1
46.0,67579.0,6.0,Kolkata,School,0
49.0,,6.0,Kolkata,School,1
41.0,50844.0,22.0,Mumbai,Graduate,1
69.0,35539.0,29.0,Delhi,PostGraduate,0
30.0,59840.0,,Chennai,PostGraduate,1
37.0,16608.0,26.0,Kolkata,PostGraduate,1
,62060.0,0.0,Bangalore,PostGraduate,1
21.0,61440.0,2.0,Delhi,,1
51.0,,,Bangalore,PostGraduate,1
45.0,50995.0,6.0,Kolkata,PostGraduate,1
67.0,36477.0,3.0,Kolkata,Graduate,0
19.0,56414.0,,Kolkata,School,0
64.0,62303.0,,Delhi,Graduate,1
47.0,34925.0,4.0,Chennai,PostGraduate,1
43.0,30549.0,5.0,Mumbai,School,0
68.0,66447.0,7.0,Delhi,Graduate,1
64.0,,12.0,Chennai,Graduate,1
43.0,57417.0,21.0,Bangalore,,1
37.0,,8.0,,PostGraduate,0
59.0,45019.0,7.0,Chennai,PostGraduate,0
45.0,52700.0,15.0,Kolkata,School,0
37.0,55261.0,13.0,Chennai,PostGraduate,1
28.0,47261.0,,Chennai,School,1
27.0,70248.0,12.0,Kolkata,,0
40.0,52651.0,3.0,Mumbai,Graduate,0
54.0,,5.0,,Graduate,1
58.0,47571.0,14.0,Chennai,School,1
69.0,49095.0,10.0,Bangalore,Graduate,1
36.0,68281.0,25.0,Chennai,Graduate,0
62.0,52189.0,20.0,Bangalore,PostGraduate,1
35.0,52539.0,16.0,Kolkata,Graduate,1
66.0,52733.0,26.0,Mumbai,Graduate,0
44.0,44532.0,13.0,Kolkata,Graduate,1
23.0,28881.0,19.0,Mumbai,Graduate,1
27.0,73589.0,0.0,Mumbai,Graduate,1
19.0,66024.0,1.0,Delhi,School,1
41.0,68736.0,,Delhi,Graduate,1
55.0,33912.0,,Delhi,PostGraduate,1
45.0,71674.0,5.0,Kolkata,School,0
45.0,79503.0,21.0,Chennai,PostGraduate,0
62.0,65672.0,4.0,Delhi,PostGraduate,0
67.0,74717.0,25.0,Bangalore,Graduate,0
56.0,61968.0,1.0,Kolkata,School,0
19.0,37301.0,3.0,Kolkata,Graduate,0
63.0,57614.0,26.0,Delhi,PostGraduate,0
,34695.0,12.0,Mumbai,PostGraduate,1
67.0,41039.0,3.0,Delhi,Graduate,1
28.0,54744.0,23.0,,PostGraduate,0
27.0,52730.0,18.0,Chennai,PostGraduate,1
60.0,56946.0,,Chennai,Graduate,1
19.0,23119.0,10.0,Mumbai,,1
32.0,,7.0,Chennai,PostGraduate,0
56.0,58235.0,16.0,Chennai,School,1
,61226.0,,Kolkata,Graduate,0
54.0,62207.0,22.0,Chennai,Graduate,0
24.0,53769.0,6.0,,Graduate,0
37.0,44312.0,3.0,Bangalore,PostGraduate,1
51.0,57522.0,3.0,Delhi,Graduate,0
52.0,45504.0,10.0,Chennai,PostGraduate,1
51.0,63516.0,4.0,Delhi,Graduate,0
39.0,56410.0,24.0,Delhi,PostGraduate,0
,49074.0,29.0,Delhi,School,1
40.0,38465.0,6.0,Chennai,PostGraduate,1
36.0,66792.0,29.0,Kolkata,PostGraduate,1
21.0,58386.0,13.0,Kolkata,PostGraduate,0
41.0,81545.0,22.0,Bangalore,Graduate,0
37.0,57893.0,28.0,Bangalore,PostGraduate,1
56.0,59149.0,1.0,Chennai,School,0
45.0,28021.0,7.0,Kolkata,PostGraduate,0
56.0,54657.0,26.0,Mumbai,Graduate,0
34.0,45252.0,21.0,Bangalore,School,0
36.0,62396.0,29.0,Kolkata,School,1
65.0,55020.0,9.0,Kolkata,PostGraduate,0
,64779.0,,,PostGraduate,0
49.0,81989.0,13.0,Delhi,,1
64.0,38025.0,14.0,Bangalore,PostGraduate,1
63.0,64201.0,24.0,Chennai,Graduate,1
64.0,60254.0,10.0,Chennai,School,1
63.0,79689.0,6.0,Chennai,PostGraduate,1
56.0,60581.0,18.0,Delhi,PostGraduate,1
52.0,59021.0,29.0,Kolkata,PostGraduate,1
47.0,62772.0,24.0,Kolkata,PostGraduate,1
34.0,63819.0,5.0,Mumbai,School,0
59.0,71816.0,6.0,Delhi,Graduate,1
64.0,37709.0,21.0,Bangalore,,0
46.0,44115.0,3.0,Bangalore,School,1
23.0,76029.0,13.0,Bangalore,School,1
34.0,20619.0,23.0,Kolkata,Graduate,1
34.0,48729.0,4.0,Delhi,School,0
31.0,52243.0,10.0,Bangalore,School,0
41.0,47346.0,15.0,Kolkata,Graduate,1
67.0,73714.0,6.0,Chennai,PostGraduate,1
54.0,57139.0,26.0,Kolkata,Graduate,0
57.0,44190.0,25.0,Chennai,PostGraduate,0
56.0,40484.0,15.0,Delhi,Graduate,1
49.0,54227.0,17.0,Mumbai,PostGraduate,1
53.0,67489.0,24.0,Mumbai,,1
67.0,52076.0,8.0,Bangalore,Graduate,1
54.0,47984.0,7.0,Chennai,School,1
65.0,39571.0,13.0,Chennai,School,1
31.0,55611.0,27.0,Bangalore,School,1
,54779.0,7.0,Delhi,Graduate,1
36.0,39137.0,,Mumbai,PostGraduate,0
48.0,65396.0,10.0,Mumbai,Graduate,1
63.0,75591.0,28.0,Bangalore,School,1
26.0,50735.0,19.0,Delhi,PostGraduate,1
55.0,54532.0,12.0,Mumbai,PostGraduate,0
,33426.0,20.0,Chennai,School,1
36.0,,21.0,,School,1
61.0,,21.0,Bangalore,Graduate,0
21.0,45108.0,26.0,Mumbai,School,0
65.0,38848.0,0.0,Bangalore,Graduate,0
28.0,77714.0,0.0,Kolkata,,0
,55742.0,8.0,Delhi,Graduate,0
21.0,36235.0,4.0,Mumbai,Graduate,0
34.0,62833.0,6.0,Kolkata,School,1
,53445.0,14.0,Bangalore,School,0
63.0,50883.0,5.0,Mumbai,PostGraduate,0
51.0,64678.0,19.0,Mumbai,PostGraduate,0
28.0,,0.0,Kolkata,School,0
48.0,22894.0,5.0,Mumbai,Graduate,1
28.0,70688.0,10.0,Kolkata,Graduate,1
55.0,48066.0,14.0,Kolkata,School,1
,43598.0,21.0,Delhi,PostGraduate,1
63.0,29934.0,17.0,Delhi,PostGraduate,1
47.0,52908.0,,Bangalore,PostGraduate,0
27.0,54759.0,9.0,Chennai,School,1
43.0,71612.0,23.0,Delhi,PostGraduate,1
44.0,55587.0,27.0,Delhi,PostGraduate,0
25.0,,9.0,Kolkata,Graduate,0
56.0,56085.0,25.0,Kolkata,School,1
25.0,66642.0,25.0,Kolkata,Graduate,0
25.0,63368.0,17.0,Chennai,School,0
51.0,59322.0,7.0,Delhi,PostGraduate,1
33.0,54119.0,5.0,Mumbai,Graduate,0
58.0,41280.0,22.0,Delhi,School,0
,,25.0,Bangalore,,1
40.0,32135.0,14.0,,PostGraduate,1
29.0,55909.0,0.0,Bangalore,School,0
44.0,57474.0,28.0,Kolkata,School,0
39.0,66415.0,18.0,Mumbai,School,1
49.0,58426.0,26.0,Chennai,PostGraduate,0
66.0,,26.0,Chennai,School,1
44.0,48042.0,17.0,Mumbai,School,0
19.0,61563.0,3.0,Bangalore,PostGraduate,1
62.0,34978.0,22.0,Delhi,Graduate,1
50.0,49097.0,7.0,Bangalore,Graduate,0
43.0,22528.0,7.0,Mumbai,Graduate,0
45.0,,23.0,Delhi,School,0
36.0,68372.0,4.0,Chennai,School,1
60.0,51053.0,15.0,Mumbai,PostGraduate,0
,,10.0,Bangalore,PostGraduate,0
50.0,54098.0,10.0,Mumbai,,1
37.0,41444.0,24.0,Chennai,Graduate,1
47.0,47200.0,13.0,Kolkata,PostGraduate,1
62.0,67695.0,10.0,Chennai,,1
25.0,60750.0,12.0,Chennai,Graduate,0
55.0,40736.0,21.0,Kolkata,School,0
34.0,29188.0,7.0,Mumbai,Graduate,0
61.0,53103.0,13.0,Kolkata,PostGraduate,0
18.0,41272.0,19.0,Chennai,,0
20.0,47338.0,0.0,Delhi,Graduate,1
63.0,28184.0,20.0,Delhi,PostGraduate,0
43.0,65611.0,18.0,Bangalore,,0
48.0,,24.0,,School,0
25.0,50820.0,27.0,Chennai,School,0
60.0,37506.0,4.0,Mumbai,PostGraduate,0
63.0,45839.0,23.0,Kolkata,School,0
,51837.0,3.0,Mumbai,PostGraduate,0
52.0,40801.0,3.0,Mumbai,,1
56.0,46762.0,1.0,Kolkata,Graduate,0
45.0,,7.0,Delhi,PostGraduate,0
68.0,23749.0,28.0,,School,0
21.0,52768.0,15.0,Kolkata,School,0
33.0,38218.0,13.0,Kolkata,Graduate,1
30.0,70047.0,15.0,Delhi,School,0
37.0,,26.0,Mumbai,PostGraduate,0
68.0,34293.0,8.0,Kolkata,Graduate,1
,46766.0,23.0,Delhi,,1
,,7.0,Kolkata,School,1
37.0,91634.0,12.0,Mumbai,PostGraduate,1
,18353.0,4.0,Delhi,PostGraduate,0
53.0,32013.0,24.0,Kolkata,,1
51.0,69578.0,12.0,Kolkata,Graduate,1
62.0,27366.0,12.0,Chennai,Graduate,1
65.0,50144.0,24.0,Chennai,School,0
51.0,42750.0,4.0,Mumbai,School,1
36.0,40394.0,13.0,Mumbai,School,1
34.0,47417.0,8.0,Kolkata,Graduate,0
22.0,45010.0,16.0,Delhi,,0
,65856.0,18.0,Mumbai,,0
35.0,69924.0,4.0,Kolkata,Graduate,1
67.0,56395.0,,Kolkata,Graduate,1
25.0,46459.0,18.0,,School,0
44.0,53877.0,2.0,Delhi,School,0
,62075.0,22.0,Mumbai,Graduate,0
62.0,,10.0,Mumbai,Graduate,1
30.0,55551.0,9.0,,Graduate,1
33.0,72915.0,19.0,Mumbai,Graduate,0
39.0,,5.0,Bangalore,PostGraduate,1
37.0,67099.0,20.0,Mumbai,PostGraduate,1
30.0,60565.0,18.0,Kolkata,PostGraduate,1
37.0,,13.0,Mumbai,Graduate,1
19.0,53490.0,1.0,Chennai,School,1
52.0,54521.0,,Kolkata,PostGraduate,1
64.0,47870.0,4.0,Chennai,Graduate,0
36.0,,12.0,Chennai,PostGraduate,1
62.0,27128.0,11.0,Delhi,Graduate,0
54.0,39661.0,7.0,Mumbai,Graduate,0
23.0,46424.0,27.0,Mumbai,School,0
31.0,41411.0,23.0,Mumbai,School,1
21.0,37165.0,,Chennai,Graduate,1
39.0,65916.0,16.0,Bangalore,PostGraduate,0
68.0,48441.0,10.0,,Graduate,1
56.0,82501.0,28.0,Bangalore,School,0
53.0,53341.0,14.0,Delhi,,1
51.0,,4.0,Delhi,PostGraduate,1
44.0,46878.0,19.0,Chennai,Graduate,0
24.0,40075.0,18.0,Kolkata,Graduate,1
20.0,53943.0,12.0,Chennai,,0
64.0,69433.0,19.0,Kolkata,School,1
50.0,48664.0,16.0,Bangalore,School,1
19.0,56702.0,26.0,Kolkata,PostGraduate,1
59.0,53863.0,18.0,Kolkata,Graduate,0
33.0,48530.0,3.0,,Graduate,1
,49298.0,27.0,Mumbai,Graduate,1
32.0,35023.0,25.0,Chennai,Graduate,0
41.0,49834.0,4.0,Delhi,School,0
32.0,59799.0,0.0,Mumbai,School,1
48.0,,11.0,Bangalore,Graduate,0
31.0,52763.0,9.0,Mumbai,Graduate,1
31.0,60875.0,12.0,Chennai,PostGraduate,0
,52924.0,18.0,Delhi,Graduate,1
31.0,50209.0,15.0,Kolkata,PostGraduate,0
,61027.0,26.0,Bangalore,Graduate,0
35.0,52049.0,,Bangalore,Graduate,1
37.0,,,Kolkata,School,0
68.0,57024.0,8.0,Delhi,School,1
34.0,49472.0,23.0,Delhi,PostGraduate,1
,45777.0,4.0,Chennai,PostGraduate,0
57.0,52331.0,25.0,Bangalore,PostGraduate,1
56.0,52506.0,10.0,Chennai,Graduate,0
69.0,33446.0,3.0,Kolkata,School,1
49.0,54998.0,18.0,Bangalore,School,0
61.0,77698.0,24.0,Kolkata,PostGraduate,1
26.0,35306.0,7.0,Kolkata,School,1
44.0,42461.0,,Mumbai,PostGraduate,0
63.0,91700.0,,Bangalore,PostGraduate,1
69.0,37668.0,16.0,Delhi,Graduate,0
50.0,69296.0,10.0,Mumbai,PostGraduate,0
27.0,,26.0,,PostGraduate,1
34.0,50902.0,8.0,Mumbai,Graduate,1
66.0,48032.0,8.0,Chennai,School,1
66.0,56386.0,23.0,Bangalore,PostGraduate,0
53.0,26304.0,6.0,,PostGraduate,1
34.0,52794.0,0.0,Delhi,PostGraduate,0
35.0,43950.0,2.0,Delhi,School,0
69.0,22054.0,8.0,Bangalore,Graduate,1
40.0,66813.0,15.0,Bangalore,Graduate,0
51.0,18387.0,13.0,Mumbai,Graduate,1
25.0,82227.0,20.0,Bangalore,Graduate,1
30.0,59254.0,14.0,Bangalore,PostGraduate,0
40.0,,3.0,Mumbai,Graduate,0
37.0,70071.0,14.0,Delhi,PostGraduate,1
39.0,38744.0,25.0,Bangalore,,0
64.0,39428.0,10.0,Chennai,PostGraduate,1
69.0,22985.0,16.0,Delhi,School,1
,37041.0,8.0,Delhi,School,1
58.0,38807.0,22.0,Kolkata,Graduate,1
52.0,62272.0,12.0,Chennai,Graduate,1
20.0,67508.0,2.0,,School,0
51.0,31388.0,1.0,Chennai,PostGraduate,0
,,2.0,Mumbai,Graduate,0
63.0,22396.0,15.0,Bangalore,PostGraduate,1
34.0,54115.0,13.0,Delhi,PostGraduate,1
62.0,82431.0,3.0,Delhi,PostGraduate,0
36.0,23303.0,2.0,Bangalore,Graduate,1
47.0,,15.0,Chennai,School,1
40.0,60909.0,17.0,Bangalore,School,1
32.0,62678.0,27.0,,School,0
31.0,35883.0,5.0,Bangalore,,0
19.0,72104.0,15.0,Delhi,PostGraduate,1
56.0,37766.0,19.0,Kolkata,Graduate,0
66.0,,,Chennai,School,1
,57030.0,1.0,Bangalore,PostGraduate,0
,69068.0,28.0,Kolkata,PostGraduate,1
49.0,55562.0,0.0,Chennai,Graduate,0
38.0,59854.0,12.0,Chennai,PostGraduate,0
57.0,,27.0,Bangalore,PostGraduate,1
45.0,67172.0,17.0,Chennai,School,0
,49508.0,20.0,Kolkata,Graduate,1
19.0,36501.0,4.0,Mumbai,Graduate,0
50.0,48816.0,23.0,Bangalore,PostGraduate,1
33.0,39988.0,0.0,Bangalore,School,1
,40969.0,15.0,Chennai,Graduate,0
39.0,74822.0,28.0,Mumbai,School,0
,59341.0,26.0,Kolkata,,0
64.0,58651.0,13.0,Delhi,PostGraduate,1
30.0,66090.0,23.0,Mumbai,Graduate,1
19.0,59263.0,14.0,,PostGraduate,0
31.0,78006.0,9.0,Kolkata,School,1
55.0,18580.0,23.0,Chennai,PostGraduate,0
58.0,35036.0,15.0,Bangalore,School,0
45.0,39490.0,28.0,Chennai,School,0
24.0,29364.0,8.0,Bangalore,PostGraduate,1
35.0,51694.0,3.0,Delhi,School,1
58.0,,10.0,Chennai,Graduate,1
53.0,79630.0,18.0,,Graduate,1
58.0,63557.0,15.0,Chennai,School,0
53.0,42387.0,8.0,Bangalore,School,1
61.0,57415.0,11.0,Kolkata,School,0
21.0,22595.0,20.0,Delhi,School,1
47.0,52134.0,26.0,Kolkata,PostGraduate,1
41.0,256660.0,1.0,Chennai,School,0
37.0,36469.0,10.0,Kolkata,PostGraduate,0
63.0,46982.0,,Bangalore,PostGraduate,1
48.0,,7.0,Mumbai,Graduate,1
41.0,,10.0,Mumbai,School,1
24.0,60117.0,26.0,Delhi,School,1
43.0,65509.0,15.0,Delhi,,0
30.0,57650.0,22.0,Kolkata,Graduate,1
25.0,43428.0,19.0,Delhi,PostGraduate,1
22.0,40062.0,8.0,Chennai,Graduate,1
61.0,,10.0,Kolkata,School,1
30.0,,12.0,Bangalore,School,0
46.0,36919.0,16.0,Bangalore,Graduate,1
37.0,65807.0,10.0,Bangalore,PostGraduate,0
31.0,46966.0,10.0,,,1
49.0,61473.0,22.0,Chennai,School,1
67.0,29001.0,21.0,Kolkata,Graduate,1
44.0,39675.0,17.0,Chennai,PostGraduate,0
42.0,62891.0,11.0,Kolkata,PostGraduate,1
69.0,63103.0,8.0,Bangalore,Graduate,0
21.0,31962.0,26.0,Chennai,Graduate,0
38.0,54546.0,24.0,Kolkata,Graduate,1
,54940.0,,Delhi,,1
56.0,39377.0,22.0,Mumbai,School,0
32.0,55355.0,19.0,Chennai,School,1
55.0,26293.0,,Bangalore,Graduate,0
65.0,36097.0,8.0,Kolkata,PostGraduate,1
69.0,58984.0,9.0,Kolkata,,1
41.0,50443.0,,Chennai,Graduate,0
25.0,,24.0,Mumbai,PostGraduate,1
45.0,,9.0,Mumbai,School,1
38.0,58054.0,27.0,Bangalore,Graduate,0
33.0,58776.0,14.0,Chennai,Graduate,0
33.0,61872.0,4.0,Bangalore,Graduate,0
52.0,51885.0,11.0,Chennai,Graduate,1
34.0,44174.0,18.0,Mumbai,Graduate,0
26.0,41645.0,2.0,Bangalore,School,0
52.0,,23.0,Chennai,,1
69.0,43958.0,23.0,Bangalore,PostGraduate,0
46.0,40904.0,25.0,Delhi,Graduate,1
56.0,74024.0,8.0,Bangalore,PostGraduate,1
35.0,34296.0,17.0,Chennai,School,1
29.0,,0.0,Delhi,School,0
36.0,45984.0,13.0,Mumbai,Graduate,0
65.0,46903.0,2.0,Delhi,Graduate,1
39.0,56018.0,23.0,Mumbai,School,1
66.0,28722.0,5.0,Kolkata,School,1
69.0,38000.0,15.0,Bangalore,PostGraduate,1
32.0,31383.0,2.0,,,1
18.0,,16.0,Bangalore,School,1
19.0,36362.0,4.0,Mumbai,School,1
25.0,69757.0,29.0,Mumbai,School,0
39.0,41250.0,21.0,Mumbai,PostGraduate,0
42.0,14323.0,15.0,Bangalore,School,1
19.0,44984.0,22.0,Delhi,Graduate,0
68.0,62112.0,12.0,Chennai,School,1
26.0,74454.0,10.0,,Graduate,1
26.0,46558.0,11.0,Delhi,School,1
,42246.0,9.0,Mumbai,Graduate,1
23.0,49783.0,9.0,Kolkata,PostGraduate,1
47.0,56226.0,19.0,Kolkata,Graduate,1
32.0,33067.0,15.0,Delhi,School,0
68.0,46333.0,25.0,Delhi,Graduate,0
32.0,49257.0,,Bangalore,PostGraduate,1
67.0,50687.0,0.0,Bangalore,,0
24.0,47832.0,6.0,Kolkata,PostGraduate,0
28.0,35963.0,8.0,Mumbai,,1
,55081.0,12.0,,Graduate,1
55.0,49331.0,8.0,Kolkata,Graduate,0
57.0,49295.0,27.0,Kolkata,Graduate,1
19.0,33762.0,21.0,Bangalore,,0
68.0,59603.0,17.0,Kolkata,Graduate,1
65.0,,14.0,Bangalore,PostGraduate,0
56.0,74247.0,16.0,Kolkata,School,1
27.0,32311.0,1.0,Mumbai,Graduate,1
61.0,61433.0,8.0,Delhi,,0
34.0,21377.0,12.0,,PostGraduate,0
24.0,16125.0,20.0,Mumbai,PostGraduate,1
57.0,41678.0,13.0,Mumbai,School,1
56.0,,,Mumbai,School,1
21.0,60946.0,14.0,Delhi,Graduate,1
52.0,49673.0,1.0,Bangalore,School,1
68.0,71015.0,26.0,Chennai,Graduate,0
64.0,,1.0,,PostGraduate,0
53.0,53647.0,20.0,Mumbai,School,0
48.0,45977.0,4.0,Delhi,Graduate,0
42.0,36891.0,15.0,Mumbai,PostGraduate,0
58.0,43898.0,12.0,Chennai,PostGraduate,0
30.0,31941.0,,Delhi,PostGraduate,1
35.0,55811.0,6.0,Chennai,School,0
38.0,45382.0,2.0,Kolkata,Graduate,0
65.0,48496.0,23.0,Bangalore,School,0
18.0,92356.0,28.0,Delhi,Graduate,1
,43954.0,18.0,,School,1
67.0,54706.0,22.0,Mumbai,School,1
25.0,49188.0,14.0,Kolkata,PostGraduate,0
69.0,67364.0,0.0,Chennai,Graduate,0
65.0,53577.0,9.0,Delhi,Graduate,0
38.0,45929.0,20.0,Kolkata,Graduate,0
60.0,84388.0,,Delhi,Graduate,0
69.0,37105.0,19.0,Delhi,School,0
,47092.0,18.0,Kolkata,Graduate,0
44.0,63747.0,20.0,Kolkata,PostGraduate,0
36.0,37728.0,26.0,Bangalore,School,1
40.0,61484.0,24.0,Bangalore,PostGraduate,0
68.0,42808.0,28.0,Mumbai,School,0
67.0,,17.0,Kolkata,School,0
68.0,64655.0,6.0,Chennai,Graduate,1
60.0,48649.0,24.0,,School,0
52.0,34993.0,19.0,,,1
57.0,44128.0,4.0,Chennai,Graduate,1
69.0,49778.0,,Mumbai,PostGraduate,0
68.0,63324.0,20.0,Bangalore,School,0
59.0,54809.0,15.0,,PostGraduate,0
65.0,58069.0,15.0,Delhi,Graduate,1
22.0,55240.0,6.0,Chennai,School,1
69.0,62693.0,8.0,,,0
,46994.0,7.0,Mumbai,PostGraduate,1
25.0,52473.0,10.0,Bangalore,Graduate,0
28.0,50426.0,,Chennai,,0
33.0,43431.0,7.0,Bangalore,,1
56.0,65176.0,11.0,Chennai,Graduate,0
