customer_id,age,monthly_income,spending_score,city_tier,owns_car,online_purchase_per_month
1522,42.0,6370.0,52.0,Tier1,1,4
1523,32.0,31659.0,,Tier3,1,6
1524,23.0,36266.0,59.0,Tier2,1,3
1525,31.0,37704.0,34.0,Tier3,0,5
1526,48.0,55044.0,65.0,Tier1,1,7
1527,58.0,54351.0,77.0,Tier2,0,8
1528,54.0,279550.0,59.0,Tier1,1,3
1529,,58941.0,89.0,Tier2,0,8
1530,22.0,35748.0,76.0,Tier2,1,4
1531,37.0,31727.0,39.0,Tier2,0,3
1532,14.0,,49.0,Tier1,1,1
1533,39.0,40547.0,65.0,Tier1,0,6
1534,33.0,26443.0,27.0,Tier1,1,3
1535,29.0,64570.0,67.0,Tier3,1,9
1536,16.0,70927.0,25.0,Tier1,0,1
1537,41.0,73357.0,80.0,Tier1,0,4
1538,29.0,,78.0,Tier2,0,5
1539,,59389.0,70.0,Tier3,0,2
1540,1.0,70548.0,,Tier1,0,4
1541,35.0,40379.0,63.0,Tier1,0,5
1542,56.0,66660.0,50.0,Tier2,1,2
1543,55.0,54131.0,39.0,Tier3,1,6
1544,30.0,63706.0,53.0,Tier2,0,6
1545,28.0,52791.0,74.0,Tier1,0,9
1546,41.0,69444.0,,Tier2,1,5
1547,23.0,53353.0,89.0,Tier3,0,7
1548,39.0,27740.0,75.0,Tier2,0,6
1549,44.0,71779.0,73.0,Tier1,0,3
1550,50.0,35787.0,28.0,Tier1,0,5
1551,34.0,68796.0,54.0,Tier3,0,5
1552,33.0,48646.0,39.0,Tier2,1,6
1553,24.0,338200.0,56.0,Tier2,0,7
1554,25.0,67022.0,46.0,Tier1,1,8
1555,32.0,56452.0,52.0,Tier2,1,3
1556,39.0,57628.0,81.0,Tier1,1,3
1557,46.0,56339.0,70.0,Tier1,0,5
1558,,19793.0,80.0,Tier3,0,5
1559,53.0,51775.0,28.0,Tier1,0,5
1560,32.0,33259.0,61.0,Tier1,0,5
1561,35.0,52568.0,79.0,Tier3,1,4
1562,26.0,32856.0,90.0,Tier1,0,3
1563,6.0,32226.0,29.0,Tier2,1,3
1564,46.0,74074.0,53.0,Tier2,1,5
1565,44.0,66042.0,81.0,Tier3,1,5
1566,32.0,,56.0,Tier3,0,8
1567,36.0,52772.0,42.0,Tier2,1,1
1568,41.0,46281.0,29.0,Tier1,1,5
1569,16.0,58548.0,41.0,Tier2,0,2
1570,29.0,39859.0,26.0,Tier3,0,1
1571,45.0,64906.0,61.0,Tier1,0,9
1572,20.0,46204.0,78.0,Tier3,0,2
1573,39.0,43702.0,35.0,Tier1,0,8
1574,,50326.0,65.0,Tier1,0,9
1575,,41133.0,77.0,Tier1,0,7
1576,35.0,54930.0,60.0,Tier1,1,3
1577,16.0,41940.0,,Tier3,0,5
1578,49.0,57028.0,68.0,Tier3,1,7
1579,26.0,68240.0,,Tier2,0,6
1580,25.0,39210.0,57.0,Tier2,1,1
1581,37.0,48041.0,49.0,Tier2,0,5
1582,49.0,56920.0,62.0,Tier3,1,7
1583,23.0,43462.0,70.0,Tier3,0,4
1584,36.0,56965.0,108.0,Tier1,0,7
1585,40.0,58331.0,62.0,Tier2,1,4
1586,43.0,66249.0,90.0,Tier2,1,5
1587,37.0,40910.0,67.0,Tier3,0,3
1588,31.0,35858.0,58.0,Tier2,1,5
1589,25.0,45386.0,63.0,Tier3,0,2
1590,36.0,35484.0,36.0,Tier3,0,4
1591,22.0,58467.0,66.0,Tier2,1,8
1592,-0.0,32574.0,,Tier3,0,4
1593,40.0,84995.0,43.0,Tier1,0,2
1594,46.0,69439.0,,Tier1,0,8
1595,7.0,250945.0,,Tier3,0,2
1596,23.0,63011.0,89.0,Tier1,0,4
1597,42.0,25448.0,55.0,Tier1,0,3
1598,60.0,87851.0,63.0,Tier2,1,10
1599,35.0,41147.0,80.0,Tier2,0,4
1600,26.0,48193.0,33.0,Tier3,0,5
1601,33.0,22161.0,68.0,Tier3,1,5
1602,51.0,57294.0,43.0,Tier2,0,5
1603,27.0,33405.0,57.0,Tier2,0,5
1604,25.0,51525.0,51.0,Tier2,1,9
1605,29.0,41836.0,69.0,Tier2,1,3
1606,24.0,33834.0,71.0,Tier1,0,2
1607,36.0,37935.0,78.0,Tier2,1,2
1608,54.0,53387.0,67.0,Tier2,1,4
1609,39.0,30778.0,63.0,Tier1,1,11
1610,32.0,38768.0,97.0,Tier3,0,7
1611,31.0,59949.0,30.0,Tier2,0,3
1612,16.0,89037.0,94.0,Tier1,0,8
1613,46.0,57164.0,54.0,Tier2,1,1
1614,34.0,36241.0,71.0,Tier1,1,4
1615,33.0,44493.0,53.0,Tier1,1,7
1616,73.0,50474.0,46.0,Tier3,0,3
1617,39.0,44759.0,70.0,Tier3,0,9
1618,26.0,63546.0,81.0,Tier1,0,4
1619,30.0,53262.0,69.0,Tier3,1,5
1620,49.0,63618.0,49.0,Tier1,0,5
1621,36.0,45283.0,132.0,Tier1,1,4
1622,18.0,69883.0,84.0,Tier1,1,9
1623,46.0,47503.0,,Tier1,0,4
1624,27.0,35432.0,53.0,Tier1,0,4
1625,57.0,82660.0,47.0,Tier3,0,2
1626,48.0,22625.0,54.0,Tier1,1,5
1627,30.0,38919.0,82.0,Tier1,0,3
1628,50.0,,40.0,Tier2,0,7
1629,36.0,87625.0,39.0,Tier1,1,4
1630,45.0,77103.0,71.0,Tier2,0,8
1631,41.0,72409.0,66.0,Tier2,0,6
1632,25.0,45040.0,45.0,Tier1,1,1
1633,27.0,86393.0,38.0,Tier2,1,3
1634,47.0,55525.0,89.0,Tier1,0,6
1635,31.0,64659.0,67.0,Tier1,0,4
1636,,52695.0,33.0,Tier1,1,2
1637,,49258.0,34.0,Tier2,1,4
1638,40.0,46223.0,53.0,Tier2,0,3
1639,60.0,46855.0,75.0,Tier2,1,3
1640,22.0,59127.0,72.0,Tier2,1,4
1641,35.0,55508.0,83.0,Tier2,0,14
1642,52.0,49528.0,30.0,Tier1,0,5
1643,34.0,72643.0,64.0,Tier3,1,7
1644,40.0,,89.0,Tier3,0,4
1645,22.0,57648.0,,Tier2,1,4
1646,40.0,60766.0,67.0,Tier1,1,2
1647,33.0,67204.0,107.0,Tier2,1,6
1648,47.0,49027.0,72.0,Tier1,0,4
1649,49.0,53119.0,81.0,Tier2,1,0
1650,66.0,64789.0,61.0,Tier1,0,5
1651,42.0,72367.0,44.0,Tier2,0,2
1652,39.0,45492.0,42.0,Tier1,0,8
1653,37.0,54005.0,64.0,Tier3,1,6
1654,31.0,75179.0,56.0,Tier1,0,5
1655,,18140.0,25.0,Tier2,1,7
1656,31.0,39650.0,39.0,Tier3,0,4
1657,37.0,71988.0,54.0,Tier1,1,2
1658,51.0,66388.0,75.0,Tier3,0,4
1659,23.0,57837.0,60.0,Tier1,0,3
1660,49.0,43271.0,59.0,Tier3,1,3
1661,51.0,36773.0,40.0,Tier3,0,11
1662,34.0,41132.0,60.0,Tier1,0,2
1663,10.0,73220.0,86.0,Tier3,1,3
1664,28.0,40573.0,63.0,Tier1,1,5
1665,51.0,51521.0,30.0,Tier1,0,7
1666,35.0,38694.0,35.0,Tier1,1,5
1667,23.0,62642.0,72.0,Tier1,1,0
1668,29.0,41919.0,56.0,Tier2,0,5
1669,45.0,48536.0,59.0,Tier2,0,9
1670,42.0,24749.0,48.0,Tier3,0,4
1671,32.0,25799.0,70.0,Tier1,0,9
1672,31.0,50115.0,54.0,Tier3,0,4
1673,,30123.0,56.0,Tier1,0,5
1674,24.0,81576.0,43.0,Tier1,0,8
1675,54.0,19077.0,78.0,Tier2,0,5
1676,31.0,37997.0,56.0,Tier3,0,1
1677,50.0,50251.0,72.0,Tier3,0,3
1678,53.0,44523.0,36.0,Tier2,1,8
1679,47.0,33438.0,95.0,Tier1,1,3
1680,30.0,35631.0,86.0,Tier1,0,6
1681,40.0,35140.0,22.0,Tier2,0,1
1682,35.0,45699.0,44.0,Tier2,1,2
1683,24.0,79279.0,70.0,Tier1,1,2
1684,39.0,51169.0,34.0,Tier2,0,8
1685,21.0,67744.0,57.0,Tier2,0,13
1686,49.0,57605.0,69.0,Tier2,0,4
1687,29.0,,56.0,Tier1,1,3
1688,37.0,8001.0,,Tier2,1,3
1689,38.0,45433.0,46.0,Tier1,1,3
1690,32.0,69607.0,15.0,Tier1,1,5
1691,42.0,41424.0,80.0,Tier3,1,8
1692,29.0,76437.0,80.0,Tier2,0,3
1693,45.0,72258.0,110.0,Tier3,1,6
1694,19.0,42963.0,16.0,Tier1,0,6
1695,37.0,42453.0,,Tier3,0,6
1696,58.0,34796.0,21.0,Tier1,0,7
1697,23.0,40556.0,95.0,Tier3,1,4
1698,27.0,31511.0,70.0,Tier1,1,7
1699,41.0,56432.0,41.0,Tier1,1,4
1700,37.0,28159.0,76.0,Tier1,0,5
1701,39.0,59056.0,49.0,Tier1,0,5
1702,41.0,59421.0,66.0,Tier2,0,5
1703,43.0,25082.0,64.0,Tier3,0,9
1704,48.0,73247.0,95.0,Tier1,0,4
1705,40.0,57704.0,96.0,Tier2,0,4
1706,32.0,61245.0,48.0,Tier3,1,4
1707,43.0,,81.0,Tier2,1,6
1708,58.0,59336.0,67.0,Tier1,0,4
1709,33.0,66896.0,32.0,Tier3,1,7
1710,23.0,48521.0,46.0,Tier1,0,4
1711,48.0,80029.0,,Tier2,0,6
1712,34.0,50661.0,67.0,Tier3,1,4
1713,9.0,67112.0,,Tier1,1,8
1714,45.0,54395.0,56.0,Tier2,0,0
1715,29.0,58783.0,49.0,Tier1,1,6
1716,34.0,24930.0,61.0,Tier1,1,8
1717,39.0,55566.0,55.0,Tier1,0,5
1718,37.0,38975.0,30.0,Tier3,1,7
1719,44.0,37304.0,40.0,Tier3,0,7
1720,30.0,76162.0,74.0,Tier1,1,3
1721,41.0,46793.0,52.0,Tier1,1,2
1722,32.0,34950.0,61.0,Tier1,1,5
1723,44.0,44613.0,65.0,Tier2,0,8
1724,42.0,30493.0,66.0,Tier3,0,7
1725,24.0,71508.0,83.0,Tier3,1,1
1726,48.0,39565.0,38.0,Tier3,0,2
1727,29.0,57939.0,71.0,Tier2,1,6
1728,45.0,70342.0,75.0,Tier1,0,3
1729,39.0,42498.0,80.0,Tier1,0,11
1730,57.0,57980.0,32.0,Tier2,0,8
1731,32.0,34549.0,65.0,Tier2,1,3
1732,31.0,86687.0,94.0,Tier3,0,6
1733,35.0,64046.0,58.0,Tier1,0,6
1734,31.0,47111.0,70.0,Tier1,0,10
1735,45.0,38407.0,76.0,Tier2,0,7
1736,16.0,48290.0,39.0,Tier3,0,8
1737,22.0,44900.0,97.0,Tier3,0,3
1738,22.0,79294.0,70.0,Tier1,0,4
1739,46.0,31617.0,70.0,Tier3,0,1
1740,56.0,52022.0,27.0,Tier2,1,4
1741,34.0,49725.0,76.0,Tier1,0,6
1742,33.0,48239.0,70.0,Tier1,0,3
1743,36.0,48371.0,92.0,Tier2,0,4
1744,49.0,,54.0,Tier2,0,6
1745,24.0,63096.0,40.0,Tier2,1,5
1746,38.0,59135.0,46.0,Tier2,1,4
1747,47.0,56284.0,50.0,Tier1,0,3
1748,41.0,4490.0,38.0,Tier1,1,9
1749,37.0,54497.0,86.0,Tier3,1,9
1750,47.0,25165.0,87.0,Tier2,1,8
1751,3.0,59695.0,56.0,Tier2,1,2
1752,43.0,72117.0,52.0,Tier1,0,6
1753,27.0,36106.0,,Tier1,1,4
1754,13.0,46073.0,74.0,Tier1,1,6
1755,41.0,41010.0,93.0,Tier1,0,3
1756,51.0,68531.0,47.0,Tier2,0,4
1757,33.0,51425.0,58.0,Tier3,1,8
1758,46.0,75925.0,69.0,Tier1,0,6
1759,54.0,56206.0,94.0,Tier3,1,4
1760,51.0,53637.0,64.0,Tier2,0,3
1761,55.0,51023.0,64.0,Tier1,0,7
1762,44.0,62270.0,64.0,Tier2,1,3
1763,36.0,23935.0,31.0,Tier1,1,7
1764,16.0,51280.0,31.0,Tier2,0,4
1765,32.0,48949.0,44.0,Tier1,1,9
1766,25.0,60881.0,80.0,Tier1,0,6
1767,61.0,47184.0,53.0,Tier2,1,4
1768,33.0,,49.0,Tier1,0,2
1769,36.0,50110.0,49.0,Tier1,1,2
1770,,33757.0,57.0,Tier1,0,5
1771,36.0,21121.0,94.0,Tier2,1,6
1772,55.0,60907.0,57.0,Tier3,1,5
1773,28.0,,44.0,Tier1,0,7
1774,37.0,57006.0,61.0,Tier1,1,8
1775,26.0,69544.0,95.0,Tier2,1,3
1776,19.0,40025.0,50.0,Tier1,0,5
1777,28.0,28533.0,36.0,Tier2,0,6
1778,35.0,48950.0,50.0,Tier1,1,9
1779,30.0,44787.0,63.0,Tier3,1,2
1780,27.0,37366.0,74.0,Tier2,1,4
1781,,48802.0,80.0,Tier1,0,4
1782,,40826.0,39.0,Tier2,1,9
1783,17.0,22460.0,41.0,Tier2,1,7
1784,44.0,,54.0,Tier1,1,9
1785,36.0,,74.0,Tier1,1,8
1786,18.0,53475.0,35.0,Tier1,0,6
1787,,40159.0,48.0,Tier2,0,5
1788,26.0,66674.0,48.0,Tier1,0,10
1789,39.0,74058.0,79.0,Tier2,0,5
1790,51.0,60191.0,71.0,Tier2,1,2
1791,12.0,26735.0,78.0,Tier3,1,3
1792,36.0,72578.0,87.0,Tier2,0,2
1793,33.0,,54.0,Tier2,1,4
1794,43.0,50282.0,36.0,Tier2,0,6
1795,38.0,349220.0,36.0,Tier3,0,7
1796,26.0,41725.0,23.0,Tier1,0,5
1797,31.0,22006.0,51.0,Tier1,1,4
1798,25.0,38596.0,52.0,Tier1,1,6
1799,48.0,,76.0,Tier2,0,2
1800,35.0,27634.0,60.0,Tier1,1,9
1801,58.0,,50.0,Tier1,0,8
1802,34.0,50512.0,58.0,Tier2,1,4
1803,26.0,42305.0,,Tier3,1,3
1804,17.0,43347.0,81.0,Tier3,1,6
1805,13.0,51084.0,44.0,Tier2,0,5
1806,16.0,41568.0,37.0,Tier1,0,6
1807,38.0,28669.0,76.0,Tier3,0,3
1808,41.0,53225.0,71.0,Tier3,1,7
1809,16.0,66100.0,26.0,Tier3,0,8
1810,46.0,63044.0,77.0,Tier2,0,6
1811,29.0,37854.0,45.0,Tier1,0,2
1812,37.0,31232.0,53.0,Tier1,0,6
1813,54.0,45737.0,64.0,Tier3,0,9
1814,46.0,73517.0,72.0,Tier1,0,5
1815,32.0,59684.0,69.0,Tier1,1,8
1816,24.0,60559.0,59.0,Tier2,0,7
1817,9.0,63348.0,52.0,Tier1,1,1
1818,26.0,56311.0,68.0,Tier3,1,3
1819,32.0,51809.0,58.0,Tier1,0,7
1820,23.0,,96.0,Tier1,0,2
1821,33.0,41808.0,72.0,Tier3,1,4
1822,36.0,28783.0,42.0,Tier1,1,4
1823,32.0,60845.0,50.0,Tier3,0,3
1824,27.0,342830.0,61.0,Tier2,0,6
1825,37.0,33227.0,86.0,Tier2,1,4
1826,40.0,62329.0,88.0,Tier1,1,5
1827,,75211.0,52.0,Tier2,1,4
1828,52.0,49966.0,41.0,Tier1,0,2
1829,34.0,37730.0,39.0,Tier3,0,3
1830,35.0,51845.0,65.0,Tier1,1,4
1831,,41742.0,106.0,Tier1,0,3
1832,38.0,40749.0,71.0,Tier3,0,1
1833,46.0,56498.0,28.0,Tier2,1,6
1834,38.0,25944.0,45.0,Tier2,1,4
1835,28.0,28341.0,48.0,Tier2,1,6
1836,39.0,50289.0,44.0,Tier1,0,5
1837,21.0,49665.0,52.0,Tier1,1,5
1838,36.0,55153.0,67.0,Tier3,0,9
1839,35.0,78128.0,74.0,Tier1,0,6
1840,33.0,51568.0,82.0,Tier1,1,6
1841,33.0,,70.0,Tier2,1,4
1842,12.0,35367.0,21.0,Tier1,1,6
1843,28.0,61519.0,39.0,Tier2,1,5
1844,36.0,42104.0,57.0,Tier2,0,10
1845,37.0,51071.0,63.0,Tier3,0,12
1846,23.0,48367.0,,Tier1,1,6
1847,50.0,65495.0,61.0,Tier1,0,1
1848,25.0,30350.0,61.0,Tier3,1,3
1849,47.0,15751.0,65.0,Tier1,0,3
1850,40.0,46799.0,55.0,Tier2,0,3
1851,27.0,57028.0,62.0,Tier3,0,8
1852,56.0,52284.0,83.0,Tier2,0,9
1853,21.0,68483.0,58.0,Tier2,0,3
1854,46.0,56561.0,59.0,Tier1,0,3
1855,,,59.0,Tier3,0,3
1856,27.0,15119.0,86.0,Tier1,1,3
1857,52.0,46440.0,38.0,Tier3,0,3
1858,,65419.0,96.0,Tier1,1,9
1859,38.0,44119.0,36.0,Tier3,0,3
1860,38.0,50425.0,47.0,Tier2,1,2
1861,33.0,56320.0,75.0,Tier1,1,7
1862,45.0,34771.0,81.0,Tier2,1,6
1863,45.0,59349.0,32.0,Tier1,0,9
1864,,74557.0,38.0,Tier1,1,5
1865,51.0,47408.0,66.0,Tier1,0,3
1866,15.0,33064.0,107.0,Tier3,1,6
1867,47.0,245005.0,85.0,Tier1,0,6
1868,49.0,16634.0,55.0,Tier3,0,5
1869,22.0,55054.0,12.0,Tier1,1,5
1870,30.0,56784.0,62.0,Tier2,0,1
1871,22.0,75135.0,67.0,Tier3,1,4
1872,32.0,47090.0,52.0,Tier3,0,7
1873,31.0,,43.0,Tier1,1,3
1874,44.0,,63.0,Tier2,0,5
1875,51.0,44654.0,41.0,Tier1,0,8
1876,52.0,27122.0,97.0,Tier1,0,4
1877,28.0,47078.0,90.0,Tier2,0,9
1878,32.0,45420.0,73.0,Tier1,0,4
1879,15.0,54488.0,62.0,Tier1,0,3
1880,25.0,40646.0,47.0,Tier1,0,7
1881,47.0,51250.0,60.0,Tier1,0,7
1882,54.0,44999.0,93.0,Tier1,0,3
1883,20.0,45028.0,77.0,Tier3,0,4
1884,28.0,51205.0,64.0,Tier1,1,8
1885,35.0,50608.0,78.0,Tier2,0,7
1886,38.0,61418.0,71.0,Tier3,1,7
1887,25.0,48190.0,68.0,Tier2,0,3
1888,40.0,44752.0,80.0,Tier2,1,7
1889,29.0,47288.0,70.0,Tier2,0,6
1890,35.0,39280.0,77.0,Tier2,1,6
1891,42.0,44601.0,63.0,Tier1,0,2
1892,,80467.0,55.0,Tier3,1,5
1893,30.0,36310.0,49.0,Tier3,1,10
1894,34.0,45820.0,47.0,Tier2,1,7
1895,,44188.0,28.0,Tier1,1,10
1896,31.0,46292.0,42.0,Tier2,1,0
1897,,45031.0,41.0,Tier2,0,8
1898,54.0,54189.0,50.0,Tier3,1,5
1899,42.0,24347.0,91.0,Tier2,0,4
1900,,65558.0,57.0,Tier2,1,5
1901,43.0,59489.0,65.0,Tier2,0,6
1902,31.0,31357.0,65.0,Tier1,0,7
1903,49.0,15964.0,92.0,Tier3,0,5
1904,39.0,35344.0,48.0,Tier1,0,2
1905,34.0,46360.0,56.0,Tier2,1,4
1906,40.0,88704.0,,Tier1,0,5
1907,16.0,58149.0,83.0,Tier1,1,3
1908,21.0,22886.0,87.0,Tier1,0,3
1909,21.0,39655.0,69.0,Tier3,1,7
1910,37.0,49202.0,85.0,Tier2,1,11
1911,56.0,53805.0,64.0,Tier1,0,6
1912,62.0,30279.0,57.0,Tier3,1,12
1913,43.0,47975.0,84.0,Tier2,0,7
1914,41.0,39235.0,70.0,Tier2,0,3
1915,13.0,33444.0,45.0,Tier2,0,6
1916,28.0,53894.0,80.0,Tier1,1,3
1917,26.0,61608.0,56.0,Tier1,0,5
1918,28.0,62616.0,53.0,Tier1,0,4
1919,33.0,,78.0,Tier2,0,6
1920,29.0,42539.0,58.0,Tier1,0,13
1921,11.0,60718.0,68.0,Tier2,1,3
1922,,54636.0,73.0,Tier1,0,4
1923,22.0,52009.0,44.0,Tier1,0,5
1924,38.0,,68.0,Tier3,0,3
1925,60.0,42547.0,87.0,Tier3,0,8
1926,24.0,51108.0,41.0,Tier1,1,4
1927,5.0,86598.0,69.0,Tier3,1,3
1928,32.0,54519.0,43.0,Tier2,1,6
1929,48.0,40832.0,80.0,Tier3,0,6
1930,59.0,,80.0,Tier1,1,2
1931,,42624.0,53.0,Tier1,1,5
1932,41.0,82659.0,104.0,Tier3,1,4
1933,29.0,44011.0,,Tier3,1,3
1934,34.0,63603.0,,Tier2,0,3
1935,67.0,44361.0,73.0,Tier3,0,4
1936,17.0,53918.0,80.0,Tier2,1,11
1937,38.0,61876.0,40.0,Tier1,0,5
1938,41.0,41421.0,64.0,Tier1,0,6
1939,48.0,40383.0,68.0,Tier1,0,4
1940,36.0,74883.0,52.0,Tier3,0,3
1941,39.0,64769.0,69.0,Tier3,0,6
1942,30.0,61860.0,85.0,Tier2,1,5
1943,38.0,61809.0,52.0,Tier2,0,10
1944,31.0,56894.0,59.0,Tier2,1,6
1945,,80267.0,44.0,Tier1,0,6
1946,,50659.0,24.0,Tier1,0,6
1947,40.0,58659.0,76.0,Tier2,0,6
1948,35.0,28236.0,59.0,Tier2,1,6
1949,49.0,37626.0,61.0,Tier3,0,5
1950,34.0,31988.0,,Tier1,1,11
1951,14.0,69111.0,56.0,Tier2,1,6
1952,50.0,11712.0,82.0,Tier3,0,3
1953,24.0,,60.0,Tier1,0,2
1954,27.0,5094.0,61.0,Tier2,0,4
1955,28.0,37531.0,64.0,Tier1,0,9
1956,51.0,42636.0,35.0,Tier2,1,8
1957,9.0,70773.0,72.0,Tier3,1,10
1958,73.0,55949.0,35.0,Tier1,0,9
1959,48.0,37503.0,,Tier3,1,3
1960,38.0,65989.0,39.0,Tier1,0,5
1961,34.0,50267.0,56.0,Tier1,0,4
1962,38.0,50564.0,53.0,Tier2,1,5
1963,41.0,31960.0,60.0,Tier3,0,6
1964,43.0,35150.0,42.0,Tier1,1,6
1965,42.0,37624.0,80.0,Tier1,0,1
1966,36.0,50697.0,77.0,Tier2,0,6
1967,33.0,51168.0,57.0,Tier1,0,8
1968,33.0,73161.0,50.0,Tier1,0,6
1969,33.0,55776.0,48.0,Tier1,1,3
1970,49.0,9387.0,54.0,Tier3,1,4
1971,,53940.0,32.0,Tier3,1,5
1972,-0.0,28250.0,41.0,Tier1,1,7
1973,43.0,35510.0,77.0,Tier2,0,7
1974,37.0,37817.0,66.0,Tier1,0,3
1975,,40050.0,93.0,Tier2,1,5
1976,30.0,29373.0,54.0,Tier1,1,2
1977,48.0,53052.0,53.0,Tier1,1,4
1978,46.0,28838.0,52.0,Tier3,0,10
1979,26.0,55350.0,54.0,Tier1,1,2
1980,40.0,83555.0,47.0,Tier1,0,6
1981,23.0,30060.0,65.0,Tier3,0,3
1982,18.0,45732.0,61.0,Tier3,1,6
1983,27.0,12148.0,50.0,Tier1,0,7
1984,45.0,45486.0,85.0,Tier2,0,4
1985,46.0,59641.0,98.0,Tier2,1,5
1986,41.0,60810.0,,Tier2,0,3
1987,44.0,51160.0,71.0,Tier3,0,8
1988,41.0,63339.0,75.0,Tier3,1,4
1989,27.0,88191.0,97.0,Tier3,0,5
1990,40.0,75685.0,75.0,Tier1,1,1
1991,45.0,42162.0,48.0,Tier2,0,5
1992,44.0,28233.0,68.0,Tier2,1,5
1993,49.0,43908.0,73.0,Tier1,1,4
1994,43.0,35795.0,40.0,Tier1,0,3
1995,39.0,56770.0,54.0,Tier1,0,5
1996,48.0,32282.0,82.0,Tier1,1,7
1997,35.0,48908.0,24.0,Tier1,0,7
1998,24.0,62570.0,35.0,Tier1,1,6
1999,33.0,48490.0,56.0,Tier1,0,7
2000,26.0,35805.0,67.0,Tier2,1,3
2001,27.0,67622.0,33.0,Tier2,0,5
2002,33.0,21815.0,57.0,Tier1,0,4
2003,25.0,45083.0,,Tier3,1,5
2004,31.0,49375.0,61.0,Tier2,0,2
2005,12.0,50239.0,79.0,Tier3,1,3
2006,38.0,52707.0,48.0,Tier3,1,4
2007,35.0,59157.0,44.0,Tier1,0,3
2008,25.0,49469.0,77.0,Tier2,1,1
2009,43.0,44479.0,67.0,Tier2,0,3
2010,46.0,43886.0,36.0,Tier1,1,3
2011,16.0,40827.0,44.0,Tier1,1,4
2012,26.0,61813.0,91.0,Tier3,0,8
2013,26.0,40302.0,42.0,Tier1,0,6
2014,24.0,62702.0,79.0,Tier3,1,7
2015,45.0,50285.0,,Tier3,1,2
2016,33.0,42181.0,60.0,Tier2,1,4
2017,32.0,59276.0,66.0,Tier1,0,7
2018,11.0,39088.0,18.0,Tier2,1,5
2019,43.0,,31.0,Tier1,0,5
2020,20.0,53191.0,62.0,Tier1,1,7
2021,36.0,41055.0,46.0,Tier3,0,4
2022,38.0,57930.0,80.0,Tier1,0,9
2023,51.0,58199.0,28.0,Tier2,1,5
2024,19.0,67363.0,71.0,Tier3,0,4
2025,-1.0,64492.0,32.0,Tier1,1,3
2026,37.0,57369.0,53.0,Tier2,1,4
2027,57.0,33086.0,39.0,Tier2,1,5
2028,50.0,86729.0,98.0,Tier2,0,6
2029,38.0,28946.0,33.0,Tier3,0,4
2030,29.0,64239.0,58.0,Tier3,1,5
2031,45.0,56469.0,25.0,Tier2,0,4
2032,23.0,32388.0,92.0,Tier2,0,4
2033,41.0,48135.0,68.0,Tier2,1,4
2034,41.0,48819.0,63.0,Tier2,1,5
2035,48.0,69584.0,89.0,Tier2,0,3
2036,68.0,39300.0,63.0,Tier1,1,2
2037,40.0,46071.0,64.0,Tier1,0,3
2038,29.0,14959.0,63.0,Tier3,1,1
2039,35.0,76021.0,71.0,Tier1,0,6
2040,14.0,33943.0,50.0,Tier2,0,6
2041,27.0,54904.0,56.0,Tier3,1,10
2042,30.0,48479.0,76.0,Tier1,1,5
2043,29.0,48530.0,66.0,Tier2,0,7
2044,37.0,62148.0,58.0,Tier1,1,3
2045,25.0,75069.0,32.0,Tier3,0,6
2046,48.0,53772.0,90.0,Tier1,1,1
2047,35.0,59826.0,47.0,Tier2,1,4
2048,35.0,54933.0,,Tier2,1,4
2049,31.0,65263.0,64.0,Tier3,0,4
2050,37.0,43056.0,34.0,Tier1,0,7
2051,45.0,66131.0,85.0,Tier2,0,5
2052,25.0,66657.0,,Tier1,0,4
2053,27.0,66238.0,87.0,Tier1,0,5
2054,31.0,40098.0,56.0,Tier3,0,8
2055,19.0,47475.0,,Tier1,1,8
2056,,53592.0,25.0,Tier2,0,5
2057,29.0,29437.0,50.0,Tier3,1,4
2058,45.0,73924.0,35.0,Tier3,0,9
2059,38.0,49816.0,53.0,Tier2,1,6
2060,37.0,54259.0,69.0,Tier1,1,2
2061,45.0,41345.0,48.0,Tier2,0,3
2062,33.0,30097.0,77.0,Tier3,1,3
2063,,40940.0,43.0,Tier3,1,6
2064,34.0,53288.0,78.0,Tier2,0,3
2065,38.0,60101.0,86.0,Tier3,1,4
2066,28.0,52427.0,80.0,Tier3,0,4
2067,6.0,55201.0,53.0,Tier3,0,1
2068,33.0,44945.0,17.0,Tier2,1,4
2069,52.0,57444.0,72.0,Tier3,0,4
2070,46.0,72242.0,57.0,Tier3,0,6
2071,47.0,60572.0,40.0,Tier1,1,3
2072,50.0,62143.0,49.0,Tier3,1,1
2073,36.0,54410.0,89.0,Tier1,1,7
2074,37.0,27453.0,37.0,Tier2,0,3
2075,28.0,34330.0,69.0,Tier3,1,10
2076,31.0,56823.0,64.0,Tier2,0,3
2077,,49836.0,53.0,Tier3,1,4
2078,49.0,56598.0,73.0,Tier2,0,3
2079,33.0,75146.0,93.0,Tier1,1,2
2080,30.0,60891.0,54.0,Tier1,1,4
2081,35.0,68883.0,55.0,Tier2,1,5
2082,42.0,51420.0,72.0,Tier2,1,10
2083,18.0,37892.0,78.0,Tier1,1,3
2084,,49132.0,57.0,Tier2,1,5
2085,28.0,37929.0,54.0,Tier1,1,5
2086,20.0,73374.0,16.0,Tier3,1,3
2087,,61856.0,44.0,Tier1,0,6
2088,33.0,57808.0,37.0,Tier2,1,5
2089,30.0,68539.0,74.0,Tier1,0,2
2090,52.0,19699.0,55.0,Tier1,1,3
